county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,extra
Franklin,St. Thomas Twp-3rd Dst,Ballots Cast,,,,872,722,141,9,0
Franklin,St. Thomas Twp-3rd Dst,Ballots Cast Blank,,,,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,President,,REP,TRUMP and PENCE,744,669,67,8,0
Franklin,St. Thomas Twp-3rd Dst,President,,DEM,BIDEN and HARRIS,115,43,71,1,0
Franklin,St. Thomas Twp-3rd Dst,President,,LIB,JORGENSEN and COHEN,7,7,0,0,0
Franklin,St. Thomas Twp-3rd Dst,President,,,Write-In: Scattered,3,1,2,0,0
Franklin,St. Thomas Twp-3rd Dst,President,,,Write-In: Hawkins Howie (All Variants),0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,President,,,Write-In: Donald Trump,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,President,,,Write-In: Carroll Brian (All Variants),0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,President,,,Write-In: Blank,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,President,,,Write-In: West Kanye (All Variants),0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,President,,,Write-In: Simmons Jade (All Variants),0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,President,,,Write-In: Invalid,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,President,,,Write-In Totals,3,1,2,0,0
Franklin,St. Thomas Twp-3rd Dst,President,,,Not Assigned,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,President,,,Overvotes,1,1,0,0,0
Franklin,St. Thomas Twp-3rd Dst,President,,,Undervotes,2,1,1,0,0
Franklin,St. Thomas Twp-3rd Dst,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,713,638,68,7,0
Franklin,St. Thomas Twp-3rd Dst,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,116,50,64,2,0
Franklin,St. Thomas Twp-3rd Dst,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,13,10,3,0,0
Franklin,St. Thomas Twp-3rd Dst,ATTORNEY GENERAL,,GRE,RICHARD L. WEISS,10,7,3,0,0
Franklin,St. Thomas Twp-3rd Dst,ATTORNEY GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,ATTORNEY GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,ATTORNEY GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,ATTORNEY GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,ATTORNEY GENERAL,,,Overvotes,4,2,2,0,0
Franklin,St. Thomas Twp-3rd Dst,ATTORNEY GENERAL,,,Undervotes,16,15,1,0,0
Franklin,St. Thomas Twp-3rd Dst,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,719,636,76,7,0
Franklin,St. Thomas Twp-3rd Dst,AUDITOR GENERAL,,DEM,NINA AHMAD,100,41,57,2,0
Franklin,St. Thomas Twp-3rd Dst,AUDITOR GENERAL,,LIB,JENNIFER MOORE,29,26,3,0,0
Franklin,St. Thomas Twp-3rd Dst,AUDITOR GENERAL,,GRE,OLIVIA FAISON,7,3,4,0,0
Franklin,St. Thomas Twp-3rd Dst,AUDITOR GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,AUDITOR GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,AUDITOR GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,AUDITOR GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,AUDITOR GENERAL,,,Overvotes,1,1,0,0,0
Franklin,St. Thomas Twp-3rd Dst,AUDITOR GENERAL,,,Undervotes,16,15,1,0,0
Franklin,St. Thomas Twp-3rd Dst,STATE TREASURER,,REP,STACY L. GARRITY,711,635,69,7,0
Franklin,St. Thomas Twp-3rd Dst,STATE TREASURER,,DEM,JOE TORSELLA,109,43,64,2,0
Franklin,St. Thomas Twp-3rd Dst,STATE TREASURER,,LIB,JOE SOLOSKI,22,18,4,0,0
Franklin,St. Thomas Twp-3rd Dst,STATE TREASURER,,GRE,TIMOTHY RUNKLE,7,4,3,0,0
Franklin,St. Thomas Twp-3rd Dst,STATE TREASURER,,,Write-In: Blank,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,STATE TREASURER,,,Write-In: Invalid,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,STATE TREASURER,,,Write-In: Scattered,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,STATE TREASURER,,,Write-In Totals,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,STATE TREASURER,,,Overvotes,1,1,0,0,0
Franklin,St. Thomas Twp-3rd Dst,STATE TREASURER,,,Undervotes,22,21,1,0,0
Franklin,St. Thomas Twp-3rd Dst,U.S. House,13,REP,JOHN JOYCE,743,665,71,7,0
Franklin,St. Thomas Twp-3rd Dst,U.S. House,13,DEM,TODD ROWLEY,114,44,68,2,0
Franklin,St. Thomas Twp-3rd Dst,U.S. House,13,,Write-In: Scattered,2,1,1,0,0
Franklin,St. Thomas Twp-3rd Dst,U.S. House,13,,Write-In: Invalid,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,U.S. House,13,,Write-In: Blank,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,U.S. House,13,,Write-In Totals,2,1,1,0,0
Franklin,St. Thomas Twp-3rd Dst,U.S. House,13,,Not Assigned,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,U.S. House,13,,Overvotes,1,1,0,0,0
Franklin,St. Thomas Twp-3rd Dst,U.S. House,13,,Undervotes,12,11,1,0,0
Franklin,St. Thomas Twp-3rd Dst,State House,82,REP,JOHN HERSHEY,783,673,102,8,0
Franklin,St. Thomas Twp-3rd Dst,State House,82,,Write-In: Scattered,12,5,7,0,0
Franklin,St. Thomas Twp-3rd Dst,State House,82,,Write-In: Invalid,1,0,1,0,0
Franklin,St. Thomas Twp-3rd Dst,State House,82,,Write-In: Blank,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,State House,82,,Write-In Totals,13,5,8,0,0
Franklin,St. Thomas Twp-3rd Dst,State House,82,,Not Assigned,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,State House,82,,Overvotes,1,1,0,0,0
Franklin,St. Thomas Twp-3rd Dst,State House,82,,Undervotes,75,43,31,1,0
Franklin,St. Thomas Twp-3rd Dst,LIQUOR LICENCE REFERENDUM,,,Yes,569,474,90,5,0
Franklin,St. Thomas Twp-3rd Dst,LIQUOR LICENCE REFERENDUM,,,No,291,238,49,4,0
Franklin,St. Thomas Twp-3rd Dst,LIQUOR LICENCE REFERENDUM,,,Overvotes,0,0,0,0,0
Franklin,St. Thomas Twp-3rd Dst,LIQUOR LICENCE REFERENDUM,,,Undervotes,12,10,2,0,0
Franklin,Warren Twp,Registered Voters,,,,246,,,,
Franklin,Warren Twp,Ballots Cast,,,,219,189,30,0,0
Franklin,Warren Twp,Ballots Cast Blank,,,,0,0,0,0,0
Franklin,Warren Twp,President,,REP,TRUMP and PENCE,183,168,15,0,0
Franklin,Warren Twp,President,,DEM,BIDEN and HARRIS,34,19,15,0,0
Franklin,Warren Twp,President,,LIB,JORGENSEN and COHEN,2,2,0,0,0
Franklin,Warren Twp,President,,,Write-In: Hawkins Howie (All Variants),0,0,0,0,0
Franklin,Warren Twp,President,,,Write-In: Donald Trump,0,0,0,0,0
Franklin,Warren Twp,President,,,Write-In: Scattered,0,0,0,0,0
Franklin,Warren Twp,President,,,Write-In: Carroll Brian (All Variants),0,0,0,0,0
Franklin,Warren Twp,President,,,Write-In: Blank,0,0,0,0,0
Franklin,Warren Twp,President,,,Write-In: West Kanye (All Variants),0,0,0,0,0
Franklin,Warren Twp,President,,,Write-In: Simmons Jade (All Variants),0,0,0,0,0
Franklin,Warren Twp,President,,,Write-In: Invalid,0,0,0,0,0
Franklin,Warren Twp,President,,,Write-In Totals,0,0,0,0,0
Franklin,Warren Twp,President,,,Not Assigned,0,0,0,0,0
Franklin,Warren Twp,President,,,Overvotes,0,0,0,0,0
Franklin,Warren Twp,President,,,Undervotes,0,0,0,0,0
Franklin,Warren Twp,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,167,152,15,0,0
Franklin,Warren Twp,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,39,25,14,0,0
Franklin,Warren Twp,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,5,5,0,0,0
Franklin,Warren Twp,ATTORNEY GENERAL,,GRE,RICHARD L. WEISS,0,0,0,0,0
Franklin,Warren Twp,ATTORNEY GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Warren Twp,ATTORNEY GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Warren Twp,ATTORNEY GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Warren Twp,ATTORNEY GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,Warren Twp,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Warren Twp,ATTORNEY GENERAL,,,Overvotes,0,0,0,0,0
Franklin,Warren Twp,ATTORNEY GENERAL,,,Undervotes,8,7,1,0,0
Franklin,Warren Twp,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,176,161,15,0,0
Franklin,Warren Twp,AUDITOR GENERAL,,DEM,NINA AHMAD,29,16,13,0,0
Franklin,Warren Twp,AUDITOR GENERAL,,LIB,JENNIFER MOORE,8,6,2,0,0
Franklin,Warren Twp,AUDITOR GENERAL,,GRE,OLIVIA FAISON,0,0,0,0,0
Franklin,Warren Twp,AUDITOR GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Warren Twp,AUDITOR GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Warren Twp,AUDITOR GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Warren Twp,AUDITOR GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,Warren Twp,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Warren Twp,AUDITOR GENERAL,,,Overvotes,0,0,0,0,0
Franklin,Warren Twp,AUDITOR GENERAL,,,Undervotes,6,6,0,0,0
Franklin,Warren Twp,STATE TREASURER,,REP,STACY L. GARRITY,171,156,15,0,0
Franklin,Warren Twp,STATE TREASURER,,DEM,JOE TORSELLA,35,20,15,0,0
Franklin,Warren Twp,STATE TREASURER,,LIB,JOE SOLOSKI,6,6,0,0,0
Franklin,Warren Twp,STATE TREASURER,,GRE,TIMOTHY RUNKLE,0,0,0,0,0
Franklin,Warren Twp,STATE TREASURER,,,Write-In: Blank,0,0,0,0,0
Franklin,Warren Twp,STATE TREASURER,,,Write-In: Invalid,0,0,0,0,0
Franklin,Warren Twp,STATE TREASURER,,,Write-In: Scattered,0,0,0,0,0
Franklin,Warren Twp,STATE TREASURER,,,Write-In Totals,0,0,0,0,0
Franklin,Warren Twp,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Franklin,Warren Twp,STATE TREASURER,,,Overvotes,0,0,0,0,0
Franklin,Warren Twp,STATE TREASURER,,,Undervotes,7,7,0,0,0
Franklin,Warren Twp,U.S. House,13,REP,JOHN JOYCE,183,166,17,0,0
Franklin,Warren Twp,U.S. House,13,DEM,TODD ROWLEY,30,17,13,0,0
Franklin,Warren Twp,U.S. House,13,,Write-In: Scattered,0,0,0,0,0
Franklin,Warren Twp,U.S. House,13,,Write-In: Invalid,0,0,0,0,0
Franklin,Warren Twp,U.S. House,13,,Write-In: Blank,0,0,0,0,0
Franklin,Warren Twp,U.S. House,13,,Write-In Totals,0,0,0,0,0
Franklin,Warren Twp,U.S. House,13,,Not Assigned,0,0,0,0,0
Franklin,Warren Twp,U.S. House,13,,Overvotes,0,0,0,0,0
Franklin,Warren Twp,U.S. House,13,,Undervotes,6,6,0,0,0
Franklin,Warren Twp,State House,78,REP,JESSE TOPPER,184,166,18,0,0
Franklin,Warren Twp,State House,78,,Write-In: Scattered,2,0,2,0,0
Franklin,Warren Twp,State House,78,,Write-In: Blank,0,0,0,0,0
Franklin,Warren Twp,State House,78,,Write-In: Invalid,0,0,0,0,0
Franklin,Warren Twp,State House,78,,Write-In Totals,2,0,2,0,0
Franklin,Warren Twp,State House,78,,Not Assigned,0,0,0,0,0
Franklin,Warren Twp,State House,78,,Overvotes,0,0,0,0,0
Franklin,Warren Twp,State House,78,,Undervotes,33,23,10,0,0
Franklin,Washington Twp-1st Dst,Registered Voters,,,,1342,,,,
Franklin,Washington Twp-1st Dst,Ballots Cast,,,,1021,790,224,7,0
Franklin,Washington Twp-1st Dst,Ballots Cast Blank,,,,0,0,0,0,0
Franklin,Washington Twp-1st Dst,President,,REP,TRUMP and PENCE,706,623,78,5,0
Franklin,Washington Twp-1st Dst,President,,DEM,BIDEN and HARRIS,294,152,140,2,0
Franklin,Washington Twp-1st Dst,President,,LIB,JORGENSEN and COHEN,16,13,3,0,0
Franklin,Washington Twp-1st Dst,President,,,Write-In: Scattered,3,1,2,0,0
Franklin,Washington Twp-1st Dst,President,,,Write-In: Hawkins Howie (All Variants),0,0,0,0,0
Franklin,Washington Twp-1st Dst,President,,,Write-In: Donald Trump,0,0,0,0,0
Franklin,Washington Twp-1st Dst,President,,,Write-In: Carroll Brian (All Variants),0,0,0,0,0
Franklin,Washington Twp-1st Dst,President,,,Write-In: Blank,0,0,0,0,0
Franklin,Washington Twp-1st Dst,President,,,Write-In: West Kanye (All Variants),0,0,0,0,0
Franklin,Washington Twp-1st Dst,President,,,Write-In: Simmons Jade (All Variants),0,0,0,0,0
Franklin,Washington Twp-1st Dst,President,,,Write-In: Invalid,0,0,0,0,0
Franklin,Washington Twp-1st Dst,President,,,Write-In Totals,3,1,2,0,0
Franklin,Washington Twp-1st Dst,President,,,Not Assigned,0,0,0,0,0
Franklin,Washington Twp-1st Dst,President,,,Overvotes,1,0,1,0,0
Franklin,Washington Twp-1st Dst,President,,,Undervotes,1,1,0,0,0
Franklin,Washington Twp-1st Dst,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,679,592,81,6,0
Franklin,Washington Twp-1st Dst,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,286,154,131,1,0
Franklin,Washington Twp-1st Dst,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,19,13,6,0,0
Franklin,Washington Twp-1st Dst,ATTORNEY GENERAL,,GRE,RICHARD L. WEISS,12,10,2,0,0
Franklin,Washington Twp-1st Dst,ATTORNEY GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Washington Twp-1st Dst,ATTORNEY GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Washington Twp-1st Dst,ATTORNEY GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Washington Twp-1st Dst,ATTORNEY GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,Washington Twp-1st Dst,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Washington Twp-1st Dst,ATTORNEY GENERAL,,,Overvotes,0,0,0,0,0
Franklin,Washington Twp-1st Dst,ATTORNEY GENERAL,,,Undervotes,25,21,4,0,0
Franklin,Washington Twp-1st Dst,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,685,597,82,6,0
Franklin,Washington Twp-1st Dst,AUDITOR GENERAL,,DEM,NINA AHMAD,252,123,128,1,0
Franklin,Washington Twp-1st Dst,AUDITOR GENERAL,,LIB,JENNIFER MOORE,43,34,9,0,0
Franklin,Washington Twp-1st Dst,AUDITOR GENERAL,,GRE,OLIVIA FAISON,10,9,1,0,0
Franklin,Washington Twp-1st Dst,AUDITOR GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Washington Twp-1st Dst,AUDITOR GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Washington Twp-1st Dst,AUDITOR GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Washington Twp-1st Dst,AUDITOR GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,Washington Twp-1st Dst,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Washington Twp-1st Dst,AUDITOR GENERAL,,,Overvotes,0,0,0,0,0
Franklin,Washington Twp-1st Dst,AUDITOR GENERAL,,,Undervotes,31,27,4,0,0
Franklin,Washington Twp-1st Dst,STATE TREASURER,,REP,STACY L. GARRITY,686,599,81,6,0
Franklin,Washington Twp-1st Dst,STATE TREASURER,,DEM,JOE TORSELLA,262,132,129,1,0
Franklin,Washington Twp-1st Dst,STATE TREASURER,,LIB,JOE SOLOSKI,31,24,7,0,0
Franklin,Washington Twp-1st Dst,STATE TREASURER,,GRE,TIMOTHY RUNKLE,13,10,3,0,0
Franklin,Washington Twp-1st Dst,STATE TREASURER,,,Write-In: Blank,0,0,0,0,0
Franklin,Washington Twp-1st Dst,STATE TREASURER,,,Write-In: Invalid,0,0,0,0,0
Franklin,Washington Twp-1st Dst,STATE TREASURER,,,Write-In: Scattered,0,0,0,0,0
Franklin,Washington Twp-1st Dst,STATE TREASURER,,,Write-In Totals,0,0,0,0,0
Franklin,Washington Twp-1st Dst,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Franklin,Washington Twp-1st Dst,STATE TREASURER,,,Overvotes,0,0,0,0,0
Franklin,Washington Twp-1st Dst,STATE TREASURER,,,Undervotes,29,25,4,0,0
Franklin,Washington Twp-1st Dst,U.S. House,13,REP,JOHN JOYCE,720,629,85,6,0
Franklin,Washington Twp-1st Dst,U.S. House,13,DEM,TODD ROWLEY,275,141,133,1,0
Franklin,Washington Twp-1st Dst,U.S. House,13,,Write-In: Scattered,3,2,1,0,0
Franklin,Washington Twp-1st Dst,U.S. House,13,,Write-In: Invalid,0,0,0,0,0
Franklin,Washington Twp-1st Dst,U.S. House,13,,Write-In: Blank,0,0,0,0,0
Franklin,Washington Twp-1st Dst,U.S. House,13,,Write-In Totals,3,2,1,0,0
Franklin,Washington Twp-1st Dst,U.S. House,13,,Not Assigned,0,0,0,0,0
Franklin,Washington Twp-1st Dst,U.S. House,13,,Overvotes,0,0,0,0,0
Franklin,Washington Twp-1st Dst,U.S. House,13,,Undervotes,23,18,5,0,0
Franklin,Washington Twp-1st Dst,State Senate,33,REP,DOUG MASTRIANO,709,620,83,6,0
Franklin,Washington Twp-1st Dst,State Senate,33,DEM,RICH STERNER,289,152,136,1,0
Franklin,Washington Twp-1st Dst,State Senate,33,,Write-In: Blank,0,0,0,0,0
Franklin,Washington Twp-1st Dst,State Senate,33,,Write-In: Invalid,0,0,0,0,0
Franklin,Washington Twp-1st Dst,State Senate,33,,Write-In: Scattered,0,0,0,0,0
Franklin,Washington Twp-1st Dst,State Senate,33,,Write-In Totals,0,0,0,0,0
Franklin,Washington Twp-1st Dst,State Senate,33,,Not Assigned,0,0,0,0,0
Franklin,Washington Twp-1st Dst,State Senate,33,,Overvotes,0,0,0,0,0
Franklin,Washington Twp-1st Dst,State Senate,33,,Undervotes,23,18,5,0,0
Franklin,Washington Twp-1st Dst,State House,90,REP,PAUL SCHEMEL,855,703,145,7,0
Franklin,Washington Twp-1st Dst,State House,90,,Write-In: Scattered,22,6,16,0,0
Franklin,Washington Twp-1st Dst,State House,90,,Write-In: Invalid,7,4,3,0,0
Franklin,Washington Twp-1st Dst,State House,90,,Write-In: Blank,2,2,0,0,0
Franklin,Washington Twp-1st Dst,State House,90,,Write-In: Laura Jeu,0,0,0,0,0
Franklin,Washington Twp-1st Dst,State House,90,,Write-In Totals,31,12,19,0,0
Franklin,Washington Twp-1st Dst,State House,90,,Not Assigned,0,0,0,0,0
Franklin,Washington Twp-1st Dst,State House,90,,Overvotes,1,0,1,0,0
Franklin,Washington Twp-1st Dst,State House,90,,Undervotes,134,75,59,0,0
Franklin,Washington Twp-2nd Dst,Registered Voters,,,,2406,,,,
Franklin,Washington Twp-2nd Dst,Ballots Cast,,,,1935,1359,568,8,0
Franklin,Washington Twp-2nd Dst,Ballots Cast Blank,,,,1,0,1,0,0
Franklin,Washington Twp-2nd Dst,President,,REP,TRUMP and PENCE,1372,1147,220,5,0
Franklin,Washington Twp-2nd Dst,President,,DEM,BIDEN and HARRIS,531,189,339,3,0
Franklin,Washington Twp-2nd Dst,President,,LIB,JORGENSEN and COHEN,22,19,3,0,0
Franklin,Washington Twp-2nd Dst,President,,,Write-In: Scattered,2,2,0,0,0
Franklin,Washington Twp-2nd Dst,President,,,Write-In: Hawkins Howie (All Variants),1,1,0,0,0
Franklin,Washington Twp-2nd Dst,President,,,Write-In: Invalid,1,1,0,0,0
Franklin,Washington Twp-2nd Dst,President,,,Write-In: Donald Trump,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,President,,,Write-In: Carroll Brian (All Variants),0,0,0,0,0
Franklin,Washington Twp-2nd Dst,President,,,Write-In: Blank,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,President,,,Write-In: West Kanye (All Variants),0,0,0,0,0
Franklin,Washington Twp-2nd Dst,President,,,Write-In: Simmons Jade (All Variants),0,0,0,0,0
Franklin,Washington Twp-2nd Dst,President,,,Write-In Totals,4,4,0,0,0
Franklin,Washington Twp-2nd Dst,President,,,Not Assigned,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,President,,,Overvotes,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,President,,,Undervotes,6,0,6,0,0
Franklin,Washington Twp-2nd Dst,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,1329,1102,222,5,0
Franklin,Washington Twp-2nd Dst,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,518,195,321,2,0
Franklin,Washington Twp-2nd Dst,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,28,22,6,0,0
Franklin,Washington Twp-2nd Dst,ATTORNEY GENERAL,,GRE,RICHARD L. WEISS,17,10,7,0,0
Franklin,Washington Twp-2nd Dst,ATTORNEY GENERAL,,,Write-In: Scattered,1,1,0,0,0
Franklin,Washington Twp-2nd Dst,ATTORNEY GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,ATTORNEY GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,ATTORNEY GENERAL,,,Write-In Totals,1,1,0,0,0
Franklin,Washington Twp-2nd Dst,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,ATTORNEY GENERAL,,,Overvotes,1,0,1,0,0
Franklin,Washington Twp-2nd Dst,ATTORNEY GENERAL,,,Undervotes,41,29,11,1,0
Franklin,Washington Twp-2nd Dst,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,1345,1112,228,5,0
Franklin,Washington Twp-2nd Dst,AUDITOR GENERAL,,DEM,NINA AHMAD,463,157,304,2,0
Franklin,Washington Twp-2nd Dst,AUDITOR GENERAL,,LIB,JENNIFER MOORE,54,40,14,0,0
Franklin,Washington Twp-2nd Dst,AUDITOR GENERAL,,GRE,OLIVIA FAISON,21,11,10,0,0
Franklin,Washington Twp-2nd Dst,AUDITOR GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,AUDITOR GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,AUDITOR GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,AUDITOR GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,AUDITOR GENERAL,,,Overvotes,1,0,1,0,0
Franklin,Washington Twp-2nd Dst,AUDITOR GENERAL,,,Undervotes,51,39,11,1,0
Franklin,Washington Twp-2nd Dst,STATE TREASURER,,REP,STACY L. GARRITY,1350,1111,234,5,0
Franklin,Washington Twp-2nd Dst,STATE TREASURER,,DEM,JOE TORSELLA,483,173,308,2,0
Franklin,Washington Twp-2nd Dst,STATE TREASURER,,LIB,JOE SOLOSKI,35,26,9,0,0
Franklin,Washington Twp-2nd Dst,STATE TREASURER,,GRE,TIMOTHY RUNKLE,23,17,6,0,0
Franklin,Washington Twp-2nd Dst,STATE TREASURER,,,Write-In: Blank,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,STATE TREASURER,,,Write-In: Invalid,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,STATE TREASURER,,,Write-In: Scattered,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,STATE TREASURER,,,Write-In Totals,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,STATE TREASURER,,,Overvotes,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,STATE TREASURER,,,Undervotes,44,32,11,1,0
Franklin,Washington Twp-2nd Dst,U.S. House,13,REP,JOHN JOYCE,1400,1160,235,5,0
Franklin,Washington Twp-2nd Dst,U.S. House,13,DEM,TODD ROWLEY,499,171,326,2,0
Franklin,Washington Twp-2nd Dst,U.S. House,13,,Write-In: Scattered,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,U.S. House,13,,Write-In: Invalid,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,U.S. House,13,,Write-In: Blank,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,U.S. House,13,,Write-In Totals,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,U.S. House,13,,Not Assigned,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,U.S. House,13,,Overvotes,1,1,0,0,0
Franklin,Washington Twp-2nd Dst,U.S. House,13,,Undervotes,35,27,7,1,0
Franklin,Washington Twp-2nd Dst,State Senate,33,REP,DOUG MASTRIANO,1402,1158,238,6,0
Franklin,Washington Twp-2nd Dst,State Senate,33,DEM,RICH STERNER,503,179,322,2,0
Franklin,Washington Twp-2nd Dst,State Senate,33,,Write-In: Blank,1,0,1,0,0
Franklin,Washington Twp-2nd Dst,State Senate,33,,Write-In: Invalid,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,State Senate,33,,Write-In: Scattered,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,State Senate,33,,Write-In Totals,1,0,1,0,0
Franklin,Washington Twp-2nd Dst,State Senate,33,,Not Assigned,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,State Senate,33,,Overvotes,0,0,0,0,0
Franklin,Washington Twp-2nd Dst,State Senate,33,,Undervotes,29,22,7,0,0
Franklin,Washington Twp-2nd Dst,State House,90,REP,PAUL SCHEMEL,1631,1233,392,6,0
Franklin,Washington Twp-2nd Dst,State House,90,,Write-In: Scattered,39,15,23,1,0
Franklin,Washington Twp-2nd Dst,State House,90,,Write-In: Invalid,14,6,8,0,0
Franklin,Washington Twp-2nd Dst,State House,90,,Write-In: Blank,5,3,2,0,0
Franklin,Washington Twp-2nd Dst,State House,90,,Write-In: Laura Jeu,1,0,1,0,0
Franklin,Washington Twp-2nd Dst,State House,90,,Write-In Totals,59,24,34,1,0
Franklin,Washington Twp-2nd Dst,State House,90,,Not Assigned,0,0,0,0,0
