county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,federal
Centre,78-SPRING NORTH,AUDITOR GENERAL,,LIB,JENNIFER MOORE,41,30,10,1,0
Centre,78-SPRING NORTH,AUDITOR GENERAL,,GRN,OLIVIA FAISON,16,10,6,0,0
Centre,78-SPRING NORTH,AUDITOR GENERAL,,,Write-ins,1,0,1,0,0
Centre,78-SPRING NORTH,AUDITOR GENERAL,,,Not Assigned,1,0,1,0,0
Centre,78-SPRING NORTH,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,78-SPRING NORTH,AUDITOR GENERAL,,,Under Votes,31,20,11,0,0
Centre,78-SPRING NORTH,STATE TREASURER,,DEM,JOE TORSELLA,525,201,317,7,0
Centre,78-SPRING NORTH,STATE TREASURER,,REP,STACY L GARRITY,692,545,135,12,0
Centre,78-SPRING NORTH,STATE TREASURER,,LIB,JOE SOLOSKI,27,20,7,0,0
Centre,78-SPRING NORTH,STATE TREASURER,,GRN,TIMOTHY RUNKLE,18,11,7,0,0
Centre,78-SPRING NORTH,STATE TREASURER,,,Write-ins,1,0,1,0,0
Centre,78-SPRING NORTH,STATE TREASURER,,,Not Assigned,1,0,1,0,0
Centre,78-SPRING NORTH,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,78-SPRING NORTH,STATE TREASURER,,,Under Votes,33,23,10,0,0
Centre,78-SPRING NORTH,U.S. House,15,DEM,ROBERT WILLIAMS,509,189,313,7,0
Centre,78-SPRING NORTH,U.S. House,15,REP,GLENN GT THOMPSON,765,595,158,12,0
Centre,78-SPRING NORTH,U.S. House,15,,Write-ins,3,1,2,0,0
Centre,78-SPRING NORTH,U.S. House,15,,Not Assigned,3,1,2,0,0
Centre,78-SPRING NORTH,U.S. House,15,,Over Votes,0,0,0,0,0
Centre,78-SPRING NORTH,U.S. House,15,,Under Votes,19,15,4,0,0
Centre,78-SPRING NORTH,State Assembly,171,DEM,PETER BUCK,475,179,289,7,0
Centre,78-SPRING NORTH,State Assembly,171,REP,KERRY A BENNINGHOFF,807,612,183,12,0
Centre,78-SPRING NORTH,State Assembly,171,,Write-ins,2,1,1,0,0
Centre,78-SPRING NORTH,State Assembly,171,,Not Assigned,2,1,1,0,0
Centre,78-SPRING NORTH,State Assembly,171,,Over Votes,0,0,0,0,0
Centre,78-SPRING NORTH,State Assembly,171,,Under Votes,12,8,4,0,0
Centre,79-SPRING SOUTH,Registered Voters,,,,1064,,,,
Centre,79-SPRING SOUTH,Ballots Cast,,,,846,554,282,10,0
Centre,79-SPRING SOUTH,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,79-SPRING SOUTH,President,,DEM,Joseph R. Biden,325,130,189,6,0
Centre,79-SPRING SOUTH,President,,REP,Donald J. Trump,495,406,86,3,0
Centre,79-SPRING SOUTH,President,,LIB,Jo Jorgensen,18,14,4,0,0
Centre,79-SPRING SOUTH,President,,,Write-ins,7,4,3,0,0
Centre,79-SPRING SOUTH,President,,,Write-In: Andrew Yang & variations,1,1,0,0,0
Centre,79-SPRING SOUTH,President,,,Write-In: Brian Carroll & variations,2,2,0,0,0
Centre,79-SPRING SOUTH,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,79-SPRING SOUTH,President,,,Write-In: Scattered,2,1,1,0,0
Centre,79-SPRING SOUTH,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,79-SPRING SOUTH,President,,,Write-In: Howie Hawkins & variations,2,0,2,0,0
Centre,79-SPRING SOUTH,President,,,Not Assigned,0,0,0,0,0
Centre,79-SPRING SOUTH,President,,,Over Votes,1,0,0,1,0
Centre,79-SPRING SOUTH,President,,,Under Votes,0,0,0,0,0
Centre,79-SPRING SOUTH,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,330,136,188,6,0
Centre,79-SPRING SOUTH,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,471,394,74,3,0
Centre,79-SPRING SOUTH,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,14,8,5,1,0
Centre,79-SPRING SOUTH,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,21,11,10,0,0
Centre,79-SPRING SOUTH,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,79-SPRING SOUTH,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,79-SPRING SOUTH,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,79-SPRING SOUTH,ATTORNEY GENERAL,,,Under Votes,10,5,5,0,0
Centre,79-SPRING SOUTH,AUDITOR GENERAL,,DEM,NINA AHMAD,283,118,158,7,0
Centre,79-SPRING SOUTH,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,489,399,87,3,0
Centre,79-SPRING SOUTH,AUDITOR GENERAL,,LIB,JENNIFER MOORE,36,21,15,0,0
Centre,79-SPRING SOUTH,AUDITOR GENERAL,,GRN,OLIVIA FAISON,21,7,14,0,0
Centre,79-SPRING SOUTH,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,79-SPRING SOUTH,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,79-SPRING SOUTH,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,79-SPRING SOUTH,AUDITOR GENERAL,,,Under Votes,17,9,8,0,0
Centre,79-SPRING SOUTH,STATE TREASURER,,DEM,JOE TORSELLA,314,134,173,7,0
Centre,79-SPRING SOUTH,STATE TREASURER,,REP,STACY L GARRITY,467,381,83,3,0
Centre,79-SPRING SOUTH,STATE TREASURER,,LIB,JOE SOLOSKI,32,21,11,0,0
Centre,79-SPRING SOUTH,STATE TREASURER,,GRN,TIMOTHY RUNKLE,17,9,8,0,0
Centre,79-SPRING SOUTH,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,79-SPRING SOUTH,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,79-SPRING SOUTH,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,79-SPRING SOUTH,STATE TREASURER,,,Under Votes,16,9,7,0,0
Centre,79-SPRING SOUTH,U.S. House,15,DEM,ROBERT WILLIAMS,301,119,175,7,0
Centre,79-SPRING SOUTH,U.S. House,15,REP,GLENN GT THOMPSON,537,430,104,3,0
Centre,79-SPRING SOUTH,U.S. House,15,,Write-ins,0,0,0,0,0
Centre,79-SPRING SOUTH,U.S. House,15,,Not Assigned,0,0,0,0,0
Centre,79-SPRING SOUTH,U.S. House,15,,Over Votes,0,0,0,0,0
Centre,79-SPRING SOUTH,U.S. House,15,,Under Votes,8,5,3,0,0
Centre,79-SPRING SOUTH,State Assembly,171,DEM,PETER BUCK,271,111,154,6,0
Centre,79-SPRING SOUTH,State Assembly,171,REP,KERRY A BENNINGHOFF,564,437,123,4,0
Centre,79-SPRING SOUTH,State Assembly,171,,Write-ins,0,0,0,0,0
Centre,79-SPRING SOUTH,State Assembly,171,,Not Assigned,0,0,0,0,0
Centre,79-SPRING SOUTH,State Assembly,171,,Over Votes,0,0,0,0,0
Centre,79-SPRING SOUTH,State Assembly,171,,Under Votes,11,6,5,0,0
Centre,87-SPRING SOUTHWEST,Registered Voters,,,,1361,,,,
Centre,87-SPRING SOUTHWEST,Ballots Cast,,,,1094,673,412,9,0
Centre,87-SPRING SOUTHWEST,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,87-SPRING SOUTHWEST,President,,DEM,Joseph R. Biden,478,177,296,5,0
Centre,87-SPRING SOUTHWEST,President,,REP,Donald J. Trump,579,470,106,3,0
Centre,87-SPRING SOUTHWEST,President,,LIB,Jo Jorgensen,27,20,6,1,0
Centre,87-SPRING SOUTHWEST,President,,,Write-ins,6,4,2,0,0
Centre,87-SPRING SOUTHWEST,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,87-SPRING SOUTHWEST,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,87-SPRING SOUTHWEST,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,87-SPRING SOUTHWEST,President,,,Write-In: Scattered,5,3,2,0,0
Centre,87-SPRING SOUTHWEST,President,,,Write-In: Bernie Sanders & variations,1,1,0,0,0
Centre,87-SPRING SOUTHWEST,President,,,Write-In: Howie Hawkins & variations,0,0,0,0,0
Centre,87-SPRING SOUTHWEST,President,,,Not Assigned,0,0,0,0,0
Centre,87-SPRING SOUTHWEST,President,,,Over Votes,2,1,1,0,0
Centre,87-SPRING SOUTHWEST,President,,,Under Votes,2,1,1,0,0
Centre,87-SPRING SOUTHWEST,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,469,179,285,5,0
Centre,87-SPRING SOUTHWEST,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,578,463,111,4,0
Centre,87-SPRING SOUTHWEST,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,22,15,7,0,0
Centre,87-SPRING SOUTHWEST,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,7,4,3,0,0
Centre,87-SPRING SOUTHWEST,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,87-SPRING SOUTHWEST,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,87-SPRING SOUTHWEST,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,87-SPRING SOUTHWEST,ATTORNEY GENERAL,,,Under Votes,18,12,6,0,0
Centre,87-SPRING SOUTHWEST,AUDITOR GENERAL,,DEM,NINA AHMAD,386,131,250,5,0
Centre,87-SPRING SOUTHWEST,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,614,485,126,3,0
Centre,87-SPRING SOUTHWEST,AUDITOR GENERAL,,LIB,JENNIFER MOORE,51,30,20,1,0
Centre,87-SPRING SOUTHWEST,AUDITOR GENERAL,,GRN,OLIVIA FAISON,14,7,7,0,0
Centre,87-SPRING SOUTHWEST,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,87-SPRING SOUTHWEST,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,87-SPRING SOUTHWEST,AUDITOR GENERAL,,,Over Votes,1,1,0,0,0
Centre,87-SPRING SOUTHWEST,AUDITOR GENERAL,,,Under Votes,28,19,9,0,0
Centre,87-SPRING SOUTHWEST,STATE TREASURER,,DEM,JOE TORSELLA,438,169,264,5,0
Centre,87-SPRING SOUTHWEST,STATE TREASURER,,REP,STACY L GARRITY,587,464,119,4,0
Centre,87-SPRING SOUTHWEST,STATE TREASURER,,LIB,JOE SOLOSKI,29,19,10,0,0
Centre,87-SPRING SOUTHWEST,STATE TREASURER,,GRN,TIMOTHY RUNKLE,13,5,8,0,0
Centre,87-SPRING SOUTHWEST,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,87-SPRING SOUTHWEST,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,87-SPRING SOUTHWEST,STATE TREASURER,,,Over Votes,1,1,0,0,0
Centre,87-SPRING SOUTHWEST,STATE TREASURER,,,Under Votes,26,15,11,0,0
Centre,87-SPRING SOUTHWEST,U.S. House,15,DEM,ROBERT WILLIAMS,417,149,264,4,0
Centre,87-SPRING SOUTHWEST,U.S. House,15,REP,GLENN GT THOMPSON,659,510,145,4,0
Centre,87-SPRING SOUTHWEST,U.S. House,15,,Write-ins,0,0,0,0,0
Centre,87-SPRING SOUTHWEST,U.S. House,15,,Not Assigned,0,0,0,0,0
Centre,87-SPRING SOUTHWEST,U.S. House,15,,Over Votes,0,0,0,0,0
Centre,87-SPRING SOUTHWEST,U.S. House,15,,Under Votes,18,14,3,1,0
Centre,87-SPRING SOUTHWEST,State Assembly,171,DEM,PETER BUCK,377,133,240,4,0
Centre,87-SPRING SOUTHWEST,State Assembly,171,REP,KERRY A BENNINGHOFF,704,529,170,5,0
Centre,87-SPRING SOUTHWEST,State Assembly,171,,Write-ins,0,0,0,0,0
Centre,87-SPRING SOUTHWEST,State Assembly,171,,Not Assigned,0,0,0,0,0
Centre,87-SPRING SOUTHWEST,State Assembly,171,,Over Votes,0,0,0,0,0
Centre,87-SPRING SOUTHWEST,State Assembly,171,,Under Votes,13,11,2,0,0
Centre,80-SPRING WEST,Registered Voters,,,,709,,,,
Centre,80-SPRING WEST,Ballots Cast,,,,565,378,185,2,0
Centre,80-SPRING WEST,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,80-SPRING WEST,President,,DEM,Joseph R. Biden,192,81,109,2,0
Centre,80-SPRING WEST,President,,REP,Donald J. Trump,363,289,74,0,0
Centre,80-SPRING WEST,President,,LIB,Jo Jorgensen,9,7,2,0,0
Centre,80-SPRING WEST,President,,,Write-ins,1,1,0,0,0
Centre,80-SPRING WEST,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,80-SPRING WEST,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,80-SPRING WEST,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,80-SPRING WEST,President,,,Write-In: Scattered,0,0,0,0,0
Centre,80-SPRING WEST,President,,,Write-In: Bernie Sanders & variations,1,1,0,0,0
Centre,80-SPRING WEST,President,,,Write-In: Howie Hawkins & variations,0,0,0,0,0
Centre,80-SPRING WEST,President,,,Not Assigned,0,0,0,0,0
Centre,80-SPRING WEST,President,,,Over Votes,0,0,0,0,0
Centre,80-SPRING WEST,President,,,Under Votes,0,0,0,0,0
Centre,80-SPRING WEST,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,206,91,113,2,0
Centre,80-SPRING WEST,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,322,259,63,0,0
Centre,80-SPRING WEST,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,23,18,5,0,0
Centre,80-SPRING WEST,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,8,7,1,0,0
Centre,80-SPRING WEST,ATTORNEY GENERAL,,,Write-ins,1,1,0,0,0
Centre,80-SPRING WEST,ATTORNEY GENERAL,,,Not Assigned,1,1,0,0,0
Centre,80-SPRING WEST,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,80-SPRING WEST,ATTORNEY GENERAL,,,Under Votes,5,2,3,0,0
Centre,80-SPRING WEST,AUDITOR GENERAL,,DEM,NINA AHMAD,173,75,96,2,0
Centre,80-SPRING WEST,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,348,274,74,0,0
Centre,80-SPRING WEST,AUDITOR GENERAL,,LIB,JENNIFER MOORE,28,18,10,0,0
Centre,80-SPRING WEST,AUDITOR GENERAL,,GRN,OLIVIA FAISON,7,5,2,0,0
Centre,80-SPRING WEST,AUDITOR GENERAL,,,Write-ins,1,1,0,0,0
Centre,80-SPRING WEST,AUDITOR GENERAL,,,Not Assigned,1,1,0,0,0
Centre,80-SPRING WEST,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,80-SPRING WEST,AUDITOR GENERAL,,,Under Votes,8,5,3,0,0
Centre,80-SPRING WEST,STATE TREASURER,,DEM,JOE TORSELLA,185,83,101,1,0
Centre,80-SPRING WEST,STATE TREASURER,,REP,STACY L GARRITY,334,265,69,0,0
Centre,80-SPRING WEST,STATE TREASURER,,LIB,JOE SOLOSKI,27,16,10,1,0
Centre,80-SPRING WEST,STATE TREASURER,,GRN,TIMOTHY RUNKLE,7,5,2,0,0
Centre,80-SPRING WEST,STATE TREASURER,,,Write-ins,1,1,0,0,0
Centre,80-SPRING WEST,STATE TREASURER,,,Not Assigned,1,1,0,0,0
Centre,80-SPRING WEST,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,80-SPRING WEST,STATE TREASURER,,,Under Votes,11,8,3,0,0
Centre,80-SPRING WEST,U.S. House,15,DEM,ROBERT WILLIAMS,183,79,102,2,0
Centre,80-SPRING WEST,U.S. House,15,REP,GLENN GT THOMPSON,375,295,80,0,0
Centre,80-SPRING WEST,U.S. House,15,,Write-ins,0,0,0,0,0
Centre,80-SPRING WEST,U.S. House,15,,Not Assigned,0,0,0,0,0
Centre,80-SPRING WEST,U.S. House,15,,Over Votes,0,0,0,0,0
Centre,80-SPRING WEST,U.S. House,15,,Under Votes,7,4,3,0,0
Centre,80-SPRING WEST,State Assembly,171,DEM,PETER BUCK,173,79,92,2,0
Centre,80-SPRING WEST,State Assembly,171,REP,KERRY A BENNINGHOFF,385,294,91,0,0
Centre,80-SPRING WEST,State Assembly,171,,Write-ins,0,0,0,0,0
Centre,80-SPRING WEST,State Assembly,171,,Not Assigned,0,0,0,0,0
Centre,80-SPRING WEST,State Assembly,171,,Over Votes,0,0,0,0,0
Centre,80-SPRING WEST,State Assembly,171,,Under Votes,7,5,2,0,0
Centre,26-STATE COLLEGE EAST 3,Registered Voters,,,,3359,,,,
Centre,26-STATE COLLEGE EAST 3,Ballots Cast,,,,1123,688,413,22,0
Centre,26-STATE COLLEGE EAST 3,Ballots Cast - Blank,,,,1,0,1,0,0
Centre,26-STATE COLLEGE EAST 3,President,,DEM,Joseph R. Biden,793,418,356,19,0
Centre,26-STATE COLLEGE EAST 3,President,,REP,Donald J. Trump,310,254,54,2,0
Centre,26-STATE COLLEGE EAST 3,President,,LIB,Jo Jorgensen,14,13,1,0,0
Centre,26-STATE COLLEGE EAST 3,President,,,Write-ins,4,3,0,1,0
Centre,26-STATE COLLEGE EAST 3,President,,,Write-In: Andrew Yang & variations,2,2,0,0,0
Centre,26-STATE COLLEGE EAST 3,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,26-STATE COLLEGE EAST 3,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,26-STATE COLLEGE EAST 3,President,,,Write-In: Scattered,0,0,0,0,0
Centre,26-STATE COLLEGE EAST 3,President,,,Write-In: Bernie Sanders & variations,1,0,0,1,0
Centre,26-STATE COLLEGE EAST 3,President,,,Write-In: Howie Hawkins & variations,1,1,0,0,0
Centre,26-STATE COLLEGE EAST 3,President,,,Not Assigned,0,0,0,0,0
Centre,26-STATE COLLEGE EAST 3,President,,,Over Votes,0,0,0,0,0
Centre,26-STATE COLLEGE EAST 3,President,,,Under Votes,2,0,2,0,0
Centre,26-STATE COLLEGE EAST 3,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,730,394,317,19,0
Centre,26-STATE COLLEGE EAST 3,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,315,249,64,2,0
Centre,26-STATE COLLEGE EAST 3,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,25,21,4,0,0
Centre,26-STATE COLLEGE EAST 3,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,16,7,9,0,0
Centre,26-STATE COLLEGE EAST 3,ATTORNEY GENERAL,,,Write-ins,1,0,1,0,0
Centre,26-STATE COLLEGE EAST 3,ATTORNEY GENERAL,,,Not Assigned,1,0,1,0,0
Centre,26-STATE COLLEGE EAST 3,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,26-STATE COLLEGE EAST 3,ATTORNEY GENERAL,,,Under Votes,36,17,18,1,0
Centre,26-STATE COLLEGE EAST 3,AUDITOR GENERAL,,DEM,NINA AHMAD,691,365,309,17,0
Centre,26-STATE COLLEGE EAST 3,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,340,267,69,4,0
Centre,26-STATE COLLEGE EAST 3,AUDITOR GENERAL,,LIB,JENNIFER MOORE,29,24,5,0,0
Centre,26-STATE COLLEGE EAST 3,AUDITOR GENERAL,,GRN,OLIVIA FAISON,20,12,8,0,0
Centre,26-STATE COLLEGE EAST 3,AUDITOR GENERAL,,,Write-ins,1,1,0,0,0
Centre,26-STATE COLLEGE EAST 3,AUDITOR GENERAL,,,Not Assigned,1,1,0,0,0
Centre,26-STATE COLLEGE EAST 3,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,26-STATE COLLEGE EAST 3,AUDITOR GENERAL,,,Under Votes,42,19,22,1,0
Centre,26-STATE COLLEGE EAST 3,STATE TREASURER,,DEM,JOE TORSELLA,681,361,303,17,0
Centre,26-STATE COLLEGE EAST 3,STATE TREASURER,,REP,STACY L GARRITY,356,277,75,4,0
Centre,26-STATE COLLEGE EAST 3,STATE TREASURER,,LIB,JOE SOLOSKI,28,23,5,0,0
Centre,26-STATE COLLEGE EAST 3,STATE TREASURER,,GRN,TIMOTHY RUNKLE,16,8,8,0,0
Centre,26-STATE COLLEGE EAST 3,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,26-STATE COLLEGE EAST 3,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,26-STATE COLLEGE EAST 3,STATE TREASURER,,,Over Votes,1,0,1,0,0
Centre,26-STATE COLLEGE EAST 3,STATE TREASURER,,,Under Votes,41,19,21,1,0
Centre,26-STATE COLLEGE EAST 3,U.S. House,12,DEM,LEE GRIFFIN,734,386,330,18,0
Centre,26-STATE COLLEGE EAST 3,U.S. House,12,REP,FRED KELLER,356,285,68,3,0
Centre,26-STATE COLLEGE EAST 3,U.S. House,12,,Write-ins,2,0,2,0,0
Centre,26-STATE COLLEGE EAST 3,U.S. House,12,,Write-In: Liz Terwilliger & variations,2,0,2,0,0
Centre,26-STATE COLLEGE EAST 3,U.S. House,12,,Not Assigned,0,0,0,0,0
Centre,26-STATE COLLEGE EAST 3,U.S. House,12,,Over Votes,0,0,0,0,0
Centre,26-STATE COLLEGE EAST 3,U.S. House,12,,Under Votes,31,17,13,1,0
Centre,26-STATE COLLEGE EAST 3,State Assembly,77,DEM,H SCOTT CONKLIN,722,369,334,19,0
Centre,26-STATE COLLEGE EAST 3,State Assembly,77,REP,STEVE YETSKO,357,297,58,2,0
Centre,26-STATE COLLEGE EAST 3,State Assembly,77,,Write-ins,1,1,0,0,0
Centre,26-STATE COLLEGE EAST 3,State Assembly,77,,Not Assigned,1,1,0,0,0
Centre,26-STATE COLLEGE EAST 3,State Assembly,77,,Over Votes,0,0,0,0,0
Centre,26-STATE COLLEGE EAST 3,State Assembly,77,,Under Votes,43,21,21,1,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,Registered Voters,,,,2420,,,,
Centre,29-STATE COLLEGE EAST CENTRAL 2,Ballots Cast,,,,772,450,308,14,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,President,,DEM,Joseph R. Biden,554,269,274,11,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,President,,REP,Donald J. Trump,207,173,31,3,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,President,,LIB,Jo Jorgensen,7,6,1,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,President,,,Write-ins,1,1,0,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,President,,,Write-In: Andrew Yang & variations,1,1,0,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,President,,,Write-In: Scattered,0,0,0,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,President,,,Write-In: Howie Hawkins & variations,0,0,0,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,President,,,Not Assigned,0,0,0,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,President,,,Over Votes,2,0,2,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,President,,,Under Votes,1,1,0,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,512,247,254,11,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,208,170,37,1,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,14,10,4,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,11,9,1,1,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,ATTORNEY GENERAL,,,Write-ins,1,0,1,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,ATTORNEY GENERAL,,,Not Assigned,1,0,1,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,ATTORNEY GENERAL,,,Over Votes,1,0,1,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,ATTORNEY GENERAL,,,Under Votes,25,14,10,1,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,AUDITOR GENERAL,,DEM,NINA AHMAD,485,234,239,12,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,225,182,43,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,AUDITOR GENERAL,,LIB,JENNIFER MOORE,15,9,6,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,AUDITOR GENERAL,,GRN,OLIVIA FAISON,15,7,7,1,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,AUDITOR GENERAL,,,Write-ins,1,0,1,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,AUDITOR GENERAL,,,Not Assigned,1,0,1,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,AUDITOR GENERAL,,,Under Votes,31,18,12,1,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,STATE TREASURER,,DEM,JOE TORSELLA,479,236,233,10,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,STATE TREASURER,,REP,STACY L GARRITY,229,184,44,1,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,STATE TREASURER,,LIB,JOE SOLOSKI,10,6,4,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,STATE TREASURER,,GRN,TIMOTHY RUNKLE,18,7,9,2,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,STATE TREASURER,,,Write-ins,2,1,1,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,STATE TREASURER,,,Not Assigned,2,1,1,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,STATE TREASURER,,,Under Votes,34,16,17,1,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,U.S. House,12,DEM,LEE GRIFFIN,522,248,262,12,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,U.S. House,12,REP,FRED KELLER,222,184,37,1,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,U.S. House,12,,Write-ins,5,2,3,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,U.S. House,12,,Write-In: Liz Terwilliger & variations,2,2,0,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,U.S. House,12,,Not Assigned,3,0,3,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,U.S. House,12,,Over Votes,0,0,0,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,U.S. House,12,,Under Votes,23,16,6,1,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,State Assembly,77,DEM,H SCOTT CONKLIN,509,245,254,10,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,State Assembly,77,REP,STEVE YETSKO,230,188,39,3,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,State Assembly,77,,Write-ins,2,0,2,0,0
Centre,29-STATE COLLEGE EAST CENTRAL 2,State Assembly,77,,Not Assigned,2,0,2,0,0
