county,precint,office,district,party,candidate,votes
Clearfield,SANDY TOWNSHIP FC 2,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: LISA A LABRASCA BECKER,0
Clearfield,SANDY TOWNSHIP FC 2,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP FC 2,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J TRUMP,4
Clearfield,SANDY TOWNSHIP FC 2,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,0
Clearfield,SANDY TOWNSHIP FC 2,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,0
Clearfield,SANDY TOWNSHIP FC 2,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,0
Clearfield,SANDY TOWNSHIP FC 2,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: BERNIE SANDERS,0
Clearfield,SANDY TOWNSHIP FC 2,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: JOSEPH BIDEN,0
Clearfield,SANDY TOWNSHIP FC 2,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: SCATTERED,0
Clearfield,SANDY TOWNSHIP FC 2,PRESIDENT OF THE UNITED STATES, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP FC 2,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,3
Clearfield,SANDY TOWNSHIP FC 2,ATTORNEY GENERAL, ,REP,Write-In Totals,0
Clearfield,SANDY TOWNSHIP FC 2,ATTORNEY GENERAL, ,REP,   Write-In: SCATTERED,0
Clearfield,SANDY TOWNSHIP FC 2,ATTORNEY GENERAL, ,REP,   Write-In: JOSH SHAPIRO,0
Clearfield,SANDY TOWNSHIP FC 2,ATTORNEY GENERAL, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP FC 2,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,3
Clearfield,SANDY TOWNSHIP FC 2,AUDITOR GENERAL, ,REP,Write-In Totals,0
Clearfield,SANDY TOWNSHIP FC 2,AUDITOR GENERAL, ,REP,   Write-In: NINA AHMAD,0
Clearfield,SANDY TOWNSHIP FC 2,AUDITOR GENERAL, ,REP,   Write-In: TRACIE FOUNTAIN,0
Clearfield,SANDY TOWNSHIP FC 2,AUDITOR GENERAL, ,REP,   Write-In: SCATTERED,0
Clearfield,SANDY TOWNSHIP FC 2,AUDITOR GENERAL, ,REP,   Write-In: MICHAEL LAMB,0
Clearfield,SANDY TOWNSHIP FC 2,AUDITOR GENERAL, ,REP,   Write-In: SCOTT CONKLIN,0
Clearfield,SANDY TOWNSHIP FC 2,AUDITOR GENERAL, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP FC 2,STATE TREASURER, ,REP,STACY L GARRITY,3
Clearfield,SANDY TOWNSHIP FC 2,STATE TREASURER, ,REP,Write-In Totals,0
Clearfield,SANDY TOWNSHIP FC 2,STATE TREASURER, ,REP,   Write-In: JOE TORSELLA,0
Clearfield,SANDY TOWNSHIP FC 2,STATE TREASURER, ,REP,   Write-In: SCATTERED,0
Clearfield,SANDY TOWNSHIP FC 2,STATE TREASURER, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP FC 2,REPRESENTATIVE IN CONGRESS, ,REP,GLENN GT THOMPSON,3
Clearfield,SANDY TOWNSHIP FC 2,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,0
Clearfield,SANDY TOWNSHIP FC 2,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: ROBERT WILLIAMS,0
Clearfield,SANDY TOWNSHIP FC 2,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: SCATTERED,0
Clearfield,SANDY TOWNSHIP FC 2,REPRESENTATIVE IN CONGRESS, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP FC 2,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,MIKE ARMANINI,2
Clearfield,SANDY TOWNSHIP FC 2,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,MICHAEL CLEMENT,0
Clearfield,SANDY TOWNSHIP FC 2,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,LISA A LABRASCA BECKER,1
Clearfield,SANDY TOWNSHIP FC 2,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,Write-In Totals,0
Clearfield,SANDY TOWNSHIP FC 2,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,   Write-In: SCATTERED,0
Clearfield,SANDY TOWNSHIP FC 2,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,   Write-In: RYAN GRIMM,0
Clearfield,SANDY TOWNSHIP FC 2,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,Registered Voters - Total, , ,Registered Voters - Total,854
Clearfield,SANDY TOWNSHIP - OKLAHOMA,Registered Voters - DEMOCRATIC, ,DEM,Registered Voters - DEMOCRATIC,271
Clearfield,SANDY TOWNSHIP - OKLAHOMA,Registered Voters - REPUBLICAN, ,REP,Registered Voters - REPUBLICAN,583
Clearfield,SANDY TOWNSHIP - OKLAHOMA,Registered Voters - NONPARTISAN, ,NPA,Registered Voters - NONPARTISAN,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,Ballots Cast - Total, , ,Ballots Cast - Total,437
Clearfield,SANDY TOWNSHIP - OKLAHOMA,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,115
Clearfield,SANDY TOWNSHIP - OKLAHOMA,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,322
Clearfield,SANDY TOWNSHIP - OKLAHOMA,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,20
Clearfield,SANDY TOWNSHIP - OKLAHOMA,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R BIDEN,67
Clearfield,SANDY TOWNSHIP - OKLAHOMA,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,17
Clearfield,SANDY TOWNSHIP - OKLAHOMA,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,4
Clearfield,SANDY TOWNSHIP - OKLAHOMA,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: DONALD J TRUMP,1
Clearfield,SANDY TOWNSHIP - OKLAHOMA,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: SCATTERED,3
Clearfield,SANDY TOWNSHIP - OKLAHOMA,PRESIDENT OF THE UNITED STATES, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,105
Clearfield,SANDY TOWNSHIP - OKLAHOMA,ATTORNEY GENERAL, ,DEM,Write-In Totals,1
Clearfield,SANDY TOWNSHIP - OKLAHOMA,ATTORNEY GENERAL, ,DEM,   Write-In: SCATTERED,1
Clearfield,SANDY TOWNSHIP - OKLAHOMA,ATTORNEY GENERAL, ,DEM,   Write-In: HEATHER HEIDELBAUGH,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,ATTORNEY GENERAL, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,73
Clearfield,SANDY TOWNSHIP - OKLAHOMA,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,11
Clearfield,SANDY TOWNSHIP - OKLAHOMA,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,6
Clearfield,SANDY TOWNSHIP - OKLAHOMA,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,3
Clearfield,SANDY TOWNSHIP - OKLAHOMA,AUDITOR GENERAL, ,DEM,NINA AHMAD,9
Clearfield,SANDY TOWNSHIP - OKLAHOMA,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,9
Clearfield,SANDY TOWNSHIP - OKLAHOMA,AUDITOR GENERAL, ,DEM,Write-In Totals,1
Clearfield,SANDY TOWNSHIP - OKLAHOMA,AUDITOR GENERAL, ,DEM,   Write-In: TIMOTHY DEFOOR,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,AUDITOR GENERAL, ,DEM,   Write-In: SCATTERED,1
Clearfield,SANDY TOWNSHIP - OKLAHOMA,AUDITOR GENERAL, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,STATE TREASURER, ,DEM,JOE TORSELLA,103
Clearfield,SANDY TOWNSHIP - OKLAHOMA,STATE TREASURER, ,DEM,Write-In Totals,1
Clearfield,SANDY TOWNSHIP - OKLAHOMA,STATE TREASURER, ,DEM,   Write-In: STACEY GARRITY,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,STATE TREASURER, ,DEM,   Write-In: SCATTERED,1
Clearfield,SANDY TOWNSHIP - OKLAHOMA,STATE TREASURER, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN CONGRESS, ,DEM,ROBERT WILLIAMS,103
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,1
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: GLENN GT THOMPSON,1
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: SCATTERED,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN CONGRESS, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,RYAN GRIMM,100
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,Write-In Totals,2
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: MICHAEL CLEMENT,2
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: SCATTERED,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: MIKE ARMANINI,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: LISA A LABRASCA BECKER,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J TRUMP,302
Clearfield,SANDY TOWNSHIP - OKLAHOMA,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,5
Clearfield,SANDY TOWNSHIP - OKLAHOMA,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,8
Clearfield,SANDY TOWNSHIP - OKLAHOMA,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,4
Clearfield,SANDY TOWNSHIP - OKLAHOMA,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: BERNIE SANDERS,1
Clearfield,SANDY TOWNSHIP - OKLAHOMA,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: JOSEPH BIDEN,2
Clearfield,SANDY TOWNSHIP - OKLAHOMA,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: SCATTERED,1
Clearfield,SANDY TOWNSHIP - OKLAHOMA,PRESIDENT OF THE UNITED STATES, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,278
Clearfield,SANDY TOWNSHIP - OKLAHOMA,ATTORNEY GENERAL, ,REP,Write-In Totals,1
Clearfield,SANDY TOWNSHIP - OKLAHOMA,ATTORNEY GENERAL, ,REP,   Write-In: SCATTERED,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,ATTORNEY GENERAL, ,REP,   Write-In: JOSH SHAPIRO,1
Clearfield,SANDY TOWNSHIP - OKLAHOMA,ATTORNEY GENERAL, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,265
Clearfield,SANDY TOWNSHIP - OKLAHOMA,AUDITOR GENERAL, ,REP,Write-In Totals,1
Clearfield,SANDY TOWNSHIP - OKLAHOMA,AUDITOR GENERAL, ,REP,   Write-In: NINA AHMAD,1
Clearfield,SANDY TOWNSHIP - OKLAHOMA,AUDITOR GENERAL, ,REP,   Write-In: TRACIE FOUNTAIN,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,AUDITOR GENERAL, ,REP,   Write-In: SCATTERED,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,AUDITOR GENERAL, ,REP,   Write-In: MICHAEL LAMB,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,AUDITOR GENERAL, ,REP,   Write-In: SCOTT CONKLIN,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,AUDITOR GENERAL, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,STATE TREASURER, ,REP,STACY L GARRITY,273
Clearfield,SANDY TOWNSHIP - OKLAHOMA,STATE TREASURER, ,REP,Write-In Totals,1
Clearfield,SANDY TOWNSHIP - OKLAHOMA,STATE TREASURER, ,REP,   Write-In: JOE TORSELLA,1
Clearfield,SANDY TOWNSHIP - OKLAHOMA,STATE TREASURER, ,REP,   Write-In: SCATTERED,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,STATE TREASURER, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN CONGRESS, ,REP,GLENN GT THOMPSON,300
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,1
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: ROBERT WILLIAMS,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: SCATTERED,1
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN CONGRESS, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,MIKE ARMANINI,96
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,MICHAEL CLEMENT,70
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,LISA A LABRASCA BECKER,152
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,Write-In Totals,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,   Write-In: SCATTERED,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,   Write-In: RYAN GRIMM,0
Clearfield,SANDY TOWNSHIP - OKLAHOMA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - SABULA,Registered Voters - Total, , ,Registered Voters - Total,559
Clearfield,SANDY TOWNSHIP - SABULA,Registered Voters - DEMOCRATIC, ,DEM,Registered Voters - DEMOCRATIC,173
Clearfield,SANDY TOWNSHIP - SABULA,Registered Voters - REPUBLICAN, ,REP,Registered Voters - REPUBLICAN,386
Clearfield,SANDY TOWNSHIP - SABULA,Registered Voters - NONPARTISAN, ,NPA,Registered Voters - NONPARTISAN,0
Clearfield,SANDY TOWNSHIP - SABULA,Ballots Cast - Total, , ,Ballots Cast - Total,266
Clearfield,SANDY TOWNSHIP - SABULA,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,51
Clearfield,SANDY TOWNSHIP - SABULA,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,215
Clearfield,SANDY TOWNSHIP - SABULA,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Clearfield,SANDY TOWNSHIP - SABULA,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,4
Clearfield,SANDY TOWNSHIP - SABULA,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R BIDEN,27
Clearfield,SANDY TOWNSHIP - SABULA,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,5
Clearfield,SANDY TOWNSHIP - SABULA,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,9
Clearfield,SANDY TOWNSHIP - SABULA,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: DONALD J TRUMP,8
Clearfield,SANDY TOWNSHIP - SABULA,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: SCATTERED,1
Clearfield,SANDY TOWNSHIP - SABULA,PRESIDENT OF THE UNITED STATES, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - SABULA,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,41
Clearfield,SANDY TOWNSHIP - SABULA,ATTORNEY GENERAL, ,DEM,Write-In Totals,4
Clearfield,SANDY TOWNSHIP - SABULA,ATTORNEY GENERAL, ,DEM,   Write-In: SCATTERED,0
Clearfield,SANDY TOWNSHIP - SABULA,ATTORNEY GENERAL, ,DEM,   Write-In: HEATHER HEIDELBAUGH,4
Clearfield,SANDY TOWNSHIP - SABULA,ATTORNEY GENERAL, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - SABULA,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,29
Clearfield,SANDY TOWNSHIP - SABULA,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,5
Clearfield,SANDY TOWNSHIP - SABULA,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,2
Clearfield,SANDY TOWNSHIP - SABULA,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,1
Clearfield,SANDY TOWNSHIP - SABULA,AUDITOR GENERAL, ,DEM,NINA AHMAD,1
Clearfield,SANDY TOWNSHIP - SABULA,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,6
Clearfield,SANDY TOWNSHIP - SABULA,AUDITOR GENERAL, ,DEM,Write-In Totals,2
Clearfield,SANDY TOWNSHIP - SABULA,AUDITOR GENERAL, ,DEM,   Write-In: TIMOTHY DEFOOR,2
Clearfield,SANDY TOWNSHIP - SABULA,AUDITOR GENERAL, ,DEM,   Write-In: SCATTERED,0
Clearfield,SANDY TOWNSHIP - SABULA,AUDITOR GENERAL, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - SABULA,STATE TREASURER, ,DEM,JOE TORSELLA,40
Clearfield,SANDY TOWNSHIP - SABULA,STATE TREASURER, ,DEM,Write-In Totals,1
Clearfield,SANDY TOWNSHIP - SABULA,STATE TREASURER, ,DEM,   Write-In: STACEY GARRITY,1
Clearfield,SANDY TOWNSHIP - SABULA,STATE TREASURER, ,DEM,   Write-In: SCATTERED,0
Clearfield,SANDY TOWNSHIP - SABULA,STATE TREASURER, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN CONGRESS, ,DEM,ROBERT WILLIAMS,42
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,4
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: GLENN GT THOMPSON,1
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: SCATTERED,3
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN CONGRESS, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,RYAN GRIMM,39
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,Write-In Totals,5
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: MICHAEL CLEMENT,2
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: SCATTERED,0
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: MIKE ARMANINI,1
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: LISA A LABRASCA BECKER,2
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - SABULA,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J TRUMP,208
Clearfield,SANDY TOWNSHIP - SABULA,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,0
Clearfield,SANDY TOWNSHIP - SABULA,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,3
Clearfield,SANDY TOWNSHIP - SABULA,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,0
Clearfield,SANDY TOWNSHIP - SABULA,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: BERNIE SANDERS,0
Clearfield,SANDY TOWNSHIP - SABULA,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: JOSEPH BIDEN,0
Clearfield,SANDY TOWNSHIP - SABULA,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: SCATTERED,0
Clearfield,SANDY TOWNSHIP - SABULA,PRESIDENT OF THE UNITED STATES, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - SABULA,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,182
Clearfield,SANDY TOWNSHIP - SABULA,ATTORNEY GENERAL, ,REP,Write-In Totals,1
Clearfield,SANDY TOWNSHIP - SABULA,ATTORNEY GENERAL, ,REP,   Write-In: SCATTERED,1
Clearfield,SANDY TOWNSHIP - SABULA,ATTORNEY GENERAL, ,REP,   Write-In: JOSH SHAPIRO,0
Clearfield,SANDY TOWNSHIP - SABULA,ATTORNEY GENERAL, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - SABULA,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,168
Clearfield,SANDY TOWNSHIP - SABULA,AUDITOR GENERAL, ,REP,Write-In Totals,0
Clearfield,SANDY TOWNSHIP - SABULA,AUDITOR GENERAL, ,REP,   Write-In: NINA AHMAD,0
Clearfield,SANDY TOWNSHIP - SABULA,AUDITOR GENERAL, ,REP,   Write-In: TRACIE FOUNTAIN,0
Clearfield,SANDY TOWNSHIP - SABULA,AUDITOR GENERAL, ,REP,   Write-In: SCATTERED,0
Clearfield,SANDY TOWNSHIP - SABULA,AUDITOR GENERAL, ,REP,   Write-In: MICHAEL LAMB,0
Clearfield,SANDY TOWNSHIP - SABULA,AUDITOR GENERAL, ,REP,   Write-In: SCOTT CONKLIN,0
Clearfield,SANDY TOWNSHIP - SABULA,AUDITOR GENERAL, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - SABULA,STATE TREASURER, ,REP,STACY L GARRITY,179
Clearfield,SANDY TOWNSHIP - SABULA,STATE TREASURER, ,REP,Write-In Totals,1
Clearfield,SANDY TOWNSHIP - SABULA,STATE TREASURER, ,REP,   Write-In: JOE TORSELLA,0
Clearfield,SANDY TOWNSHIP - SABULA,STATE TREASURER, ,REP,   Write-In: SCATTERED,1
Clearfield,SANDY TOWNSHIP - SABULA,STATE TREASURER, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN CONGRESS, ,REP,GLENN GT THOMPSON,190
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,0
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: ROBERT WILLIAMS,0
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: SCATTERED,0
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN CONGRESS, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,MIKE ARMANINI,52
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,MICHAEL CLEMENT,22
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,LISA A LABRASCA BECKER,137
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,Write-In Totals,0
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,   Write-In: SCATTERED,0
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,   Write-In: RYAN GRIMM,0
Clearfield,SANDY TOWNSHIP - SABULA,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,  Not Assigned,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,Registered Voters - Total, , ,Registered Voters - Total,"2,864"
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,Registered Voters - DEMOCRATIC, ,DEM,Registered Voters - DEMOCRATIC,879
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,Registered Voters - REPUBLICAN, ,REP,Registered Voters - REPUBLICAN,"1,985"
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,Registered Voters - NONPARTISAN, ,NPA,Registered Voters - NONPARTISAN,0
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,Ballots Cast - Total, , ,Ballots Cast - Total,"1,286"
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,353
Clearfield,SANDY TOWNSHIP - TREASURE LAKE,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,933
