county,precinct,office,district,party,candidate,election_day,mail_in,votes
Mercer,Sharon 3-1,Auditor General,,DEM,Rose Rosie Marie Davis,5,4,9
Mercer,Sharon 3-1,Auditor General,,DEM,Nina Ahmad,8,9,17
Mercer,Sharon 3-1,Auditor General,,DEM,Christina M. Hartman,3,4,7
Mercer,Sharon 3-1,Auditor General,,DEM,Write-In,0,0,0
Mercer,Sharon 3-1,State Treasurer,,DEM,Joe Torsella,41,53,94
Mercer,Sharon 3-1,State Treasurer,,DEM,Write-In,0,0,0
Mercer,Sharon 3-1,U.S. House,16,DEM,Kristy Gnibus,39,50,89
Mercer,Sharon 3-1,U.S. House,16,DEM,Write-In,0,0,0
Mercer,Sharon 3-1,General Assembly,7,DEM,Mark Longietti,53,56,109
Mercer,Sharon 3-1,General Assembly,7,DEM,Write-In,0,1,1
Mercer,Sharon 3-1,President,,REP,Donald J. Trump,16,11,27
Mercer,Sharon 3-1,President,,REP,Roque Rocky De La Fuente,0,0,0
Mercer,Sharon 3-1,President,,REP,Bill Weld,1,2,3
Mercer,Sharon 3-1,President,,REP,Write-In,0,1,1
Mercer,Sharon 3-1,Attorney General,,REP,Heather Heidelbaugh,16,13,29
Mercer,Sharon 3-1,Attorney General,,REP,Write-In,0,0,0
Mercer,Sharon 3-1,Auditor General,,REP,Timothy Defoor,16,13,29
Mercer,Sharon 3-1,Auditor General,,REP,Write-In,0,0,0
Mercer,Sharon 3-1,State Treasurer,,REP,Stacy L. Garrity,16,13,29
Mercer,Sharon 3-1,State Treasurer,,REP,Write-In,0,0,0
Mercer,Sharon 3-1,U.S. House,16,REP,Mike Kelly,15,13,28
Mercer,Sharon 3-1,U.S. House,16,REP,Write-In,1,1,2
Mercer,Sharon 3-1,General Assembly,7,REP,Write-In,2,3,5
Mercer,Sharon 3-1,General Assembly,7,REP,Mark Longietti,2,3,5
Mercer,Sharon 4-1,Registered Voters,,,,,,761
Mercer,Sharon 4-1,Registered Voters,,DEM,,,,645
Mercer,Sharon 4-1,Registered Voters,,REP,,,,116
Mercer,Sharon 4-1,Registered Voters,,NPA,,,,0
Mercer,Sharon 4-1,Ballots Cast,,,,100,68,168
Mercer,Sharon 4-1,Ballots Cast,,DEM,,84,61,145
Mercer,Sharon 4-1,Ballots Cast,,REP,,16,7,23
Mercer,Sharon 4-1,Ballots Cast,,NPA,,0,0,0
Mercer,Sharon 4-1,President,,DEM,Bernie Sanders,9,13,22
Mercer,Sharon 4-1,President,,DEM,Joseph R. Biden,70,43,113
Mercer,Sharon 4-1,President,,DEM,Tulsi Gabbard,2,3,5
Mercer,Sharon 4-1,President,,DEM,Elizabeth Warren,1,1,2
Mercer,Sharon 4-1,President,,DEM,Write-In,1,0,1
Mercer,Sharon 4-1,Attorney General,,DEM,Josh Shapiro,69,50,119
Mercer,Sharon 4-1,Attorney General,,DEM,Write-In,1,0,1
Mercer,Sharon 4-1,Auditor General,,DEM,H. Scott Conklin,10,5,15
Mercer,Sharon 4-1,Auditor General,,DEM,Michael Lamb,38,30,68
Mercer,Sharon 4-1,Auditor General,,DEM,Tracie Fountain,5,1,6
Mercer,Sharon 4-1,Auditor General,,DEM,Rose Rosie Marie Davis,4,6,10
Mercer,Sharon 4-1,Auditor General,,DEM,Nina Ahmad,13,8,21
Mercer,Sharon 4-1,Auditor General,,DEM,Christina M. Hartman,8,7,15
Mercer,Sharon 4-1,Auditor General,,DEM,Write-In,0,0,0
Mercer,Sharon 4-1,State Treasurer,,DEM,Joe Torsella,73,51,124
Mercer,Sharon 4-1,State Treasurer,,DEM,Write-In,1,0,1
Mercer,Sharon 4-1,U.S. House,16,DEM,Kristy Gnibus,73,50,123
Mercer,Sharon 4-1,U.S. House,16,DEM,Write-In,1,1,2
Mercer,Sharon 4-1,General Assembly,7,DEM,Mark Longietti,80,56,136
Mercer,Sharon 4-1,General Assembly,7,DEM,Write-In,0,0,0
Mercer,Sharon 4-1,President,,REP,Donald J. Trump,15,6,21
Mercer,Sharon 4-1,President,,REP,Roque Rocky De La Fuente,1,0,1
Mercer,Sharon 4-1,President,,REP,Bill Weld,0,1,1
Mercer,Sharon 4-1,President,,REP,Write-In,0,0,0
Mercer,Sharon 4-1,Attorney General,,REP,Heather Heidelbaugh,13,6,19
Mercer,Sharon 4-1,Attorney General,,REP,Write-In,0,0,0
Mercer,Sharon 4-1,Auditor General,,REP,Timothy Defoor,12,6,18
Mercer,Sharon 4-1,Auditor General,,REP,Write-In,0,0,0
Mercer,Sharon 4-1,State Treasurer,,REP,Stacy L. Garrity,13,6,19
Mercer,Sharon 4-1,State Treasurer,,REP,Write-In,0,0,0
Mercer,Sharon 4-1,U.S. House,16,REP,Mike Kelly,15,7,22
Mercer,Sharon 4-1,U.S. House,16,REP,Write-In,0,0,0
Mercer,Sharon 4-1,General Assembly,7,REP,Write-In,3,1,4
Mercer,Sharon 4-1,General Assembly,7,REP,Mark Longietti,2,0,2
Mercer,Sharon 4-2,Registered Voters,,,,,,528
Mercer,Sharon 4-2,Registered Voters,,DEM,,,,400
Mercer,Sharon 4-2,Registered Voters,,REP,,,,128
Mercer,Sharon 4-2,Registered Voters,,NPA,,,,0
Mercer,Sharon 4-2,Ballots Cast,,,,71,51,122
Mercer,Sharon 4-2,Ballots Cast,,DEM,,49,37,86
Mercer,Sharon 4-2,Ballots Cast,,REP,,22,14,36
Mercer,Sharon 4-2,Ballots Cast,,NPA,,0,0,0
Mercer,Sharon 4-2,President,,DEM,Bernie Sanders,10,5,15
Mercer,Sharon 4-2,President,,DEM,Joseph R. Biden,36,30,66
Mercer,Sharon 4-2,President,,DEM,Tulsi Gabbard,1,1,2
Mercer,Sharon 4-2,President,,DEM,Elizabeth Warren,1,0,1
Mercer,Sharon 4-2,President,,DEM,Write-In,1,0,1
Mercer,Sharon 4-2,Attorney General,,DEM,Josh Shapiro,40,35,75
Mercer,Sharon 4-2,Attorney General,,DEM,Write-In,1,0,1
Mercer,Sharon 4-2,Auditor General,,DEM,H. Scott Conklin,4,2,6
Mercer,Sharon 4-2,Auditor General,,DEM,Michael Lamb,23,20,43
Mercer,Sharon 4-2,Auditor General,,DEM,Tracie Fountain,1,0,1
Mercer,Sharon 4-2,Auditor General,,DEM,Rose Rosie Marie Davis,3,3,6
Mercer,Sharon 4-2,Auditor General,,DEM,Nina Ahmad,10,5,15
Mercer,Sharon 4-2,Auditor General,,DEM,Christina M. Hartman,5,5,10
Mercer,Sharon 4-2,Auditor General,,DEM,Write-In,0,0,0
Mercer,Sharon 4-2,State Treasurer,,DEM,Joe Torsella,40,34,74
Mercer,Sharon 4-2,State Treasurer,,DEM,Write-In,1,0,1
Mercer,Sharon 4-2,U.S. House,16,DEM,Kristy Gnibus,39,33,72
Mercer,Sharon 4-2,U.S. House,16,DEM,Write-In,1,0,1
Mercer,Sharon 4-2,General Assembly,7,DEM,Mark Longietti,47,37,84
Mercer,Sharon 4-2,General Assembly,7,DEM,Write-In,1,0,1
Mercer,Sharon 4-2,President,,REP,Donald J. Trump,20,11,31
Mercer,Sharon 4-2,President,,REP,Roque Rocky De La Fuente,0,1,1
Mercer,Sharon 4-2,President,,REP,Bill Weld,0,1,1
Mercer,Sharon 4-2,President,,REP,Write-In,0,0,0
Mercer,Sharon 4-2,Attorney General,,REP,Heather Heidelbaugh,21,12,33
Mercer,Sharon 4-2,Attorney General,,REP,Write-In,0,0,0
Mercer,Sharon 4-2,Auditor General,,REP,Timothy Defoor,19,12,31
Mercer,Sharon 4-2,Auditor General,,REP,Write-In,0,0,0
Mercer,Sharon 4-2,State Treasurer,,REP,Stacy L. Garrity,20,12,32
Mercer,Sharon 4-2,State Treasurer,,REP,Write-In,0,0,0
Mercer,Sharon 4-2,U.S. House,16,REP,Mike Kelly,20,13,33
Mercer,Sharon 4-2,U.S. House,16,REP,Write-In,0,0,0
Mercer,Sharon 4-2,General Assembly,7,REP,Write-In,6,5,11
Mercer,Sharon 4-2,General Assembly,7,REP,Mark Longietti,4,2,6
Mercer,Sharon 4-3,Registered Voters,,,,,,630
Mercer,Sharon 4-3,Registered Voters,,DEM,,,,437
Mercer,Sharon 4-3,Registered Voters,,REP,,,,193
Mercer,Sharon 4-3,Registered Voters,,NPA,,,,0
Mercer,Sharon 4-3,Ballots Cast,,,,95,103,198
Mercer,Sharon 4-3,Ballots Cast,,DEM,,56,91,147
Mercer,Sharon 4-3,Ballots Cast,,REP,,39,12,51
Mercer,Sharon 4-3,Ballots Cast,,NPA,,0,0,0
Mercer,Sharon 4-3,President,,DEM,Bernie Sanders,8,13,21
Mercer,Sharon 4-3,President,,DEM,Joseph R. Biden,34,75,109
Mercer,Sharon 4-3,President,,DEM,Tulsi Gabbard,2,1,3
Mercer,Sharon 4-3,President,,DEM,Elizabeth Warren,5,1,6
Mercer,Sharon 4-3,President,,DEM,Write-In,2,0,2
Mercer,Sharon 4-3,Attorney General,,DEM,Josh Shapiro,43,79,122
Mercer,Sharon 4-3,Attorney General,,DEM,Write-In,1,0,1
Mercer,Sharon 4-3,Auditor General,,DEM,H. Scott Conklin,3,2,5
Mercer,Sharon 4-3,Auditor General,,DEM,Michael Lamb,30,60,90
Mercer,Sharon 4-3,Auditor General,,DEM,Tracie Fountain,1,5,6
Mercer,Sharon 4-3,Auditor General,,DEM,Rose Rosie Marie Davis,3,3,6
Mercer,Sharon 4-3,Auditor General,,DEM,Nina Ahmad,3,6,9
Mercer,Sharon 4-3,Auditor General,,DEM,Christina M. Hartman,6,8,14
Mercer,Sharon 4-3,Auditor General,,DEM,Write-In,0,0,0
Mercer,Sharon 4-3,State Treasurer,,DEM,Joe Torsella,45,78,123
Mercer,Sharon 4-3,State Treasurer,,DEM,Write-In,1,0,1
Mercer,Sharon 4-3,U.S. House,16,DEM,Kristy Gnibus,44,78,122
Mercer,Sharon 4-3,U.S. House,16,DEM,Write-In,1,1,2
Mercer,Sharon 4-3,General Assembly,7,DEM,Mark Longietti,52,90,142
Mercer,Sharon 4-3,General Assembly,7,DEM,Write-In,2,1,3
Mercer,Sharon 4-3,President,,REP,Donald J. Trump,37,5,42
Mercer,Sharon 4-3,President,,REP,Roque Rocky De La Fuente,0,1,1
Mercer,Sharon 4-3,President,,REP,Bill Weld,1,0,1
Mercer,Sharon 4-3,President,,REP,Write-In,0,3,3
Mercer,Sharon 4-3,Attorney General,,REP,Heather Heidelbaugh,36,8,44
Mercer,Sharon 4-3,Attorney General,,REP,Write-In,0,0,0
Mercer,Sharon 4-3,Auditor General,,REP,Timothy Defoor,32,4,36
Mercer,Sharon 4-3,Auditor General,,REP,Write-In,0,2,2
Mercer,Sharon 4-3,State Treasurer,,REP,Stacy L. Garrity,33,7,40
Mercer,Sharon 4-3,State Treasurer,,REP,Write-In,0,0,0
Mercer,Sharon 4-3,U.S. House,16,REP,Mike Kelly,34,10,44
Mercer,Sharon 4-3,U.S. House,16,REP,Write-In,1,0,1
Mercer,Sharon 4-3,General Assembly,7,REP,Write-In,5,6,11
Mercer,Sharon 4-3,General Assembly,7,REP,Mark Longietti,4,5,9
Mercer,Sharon 4-5,Registered Voters,,,,,,892
Mercer,Sharon 4-5,Registered Voters,,DEM,,,,644
Mercer,Sharon 4-5,Registered Voters,,REP,,,,248
Mercer,Sharon 4-5,Registered Voters,,NPA,,,,0
Mercer,Sharon 4-5,Ballots Cast,,,,149,141,290
Mercer,Sharon 4-5,Ballots Cast,,DEM,,104,124,228
Mercer,Sharon 4-5,Ballots Cast,,REP,,45,17,62
Mercer,Sharon 4-5,Ballots Cast,,NPA,,0,0,0
Mercer,Sharon 4-5,President,,DEM,Bernie Sanders,15,14,29
Mercer,Sharon 4-5,President,,DEM,Joseph R. Biden,82,101,183
Mercer,Sharon 4-5,President,,DEM,Tulsi Gabbard,5,2,7
Mercer,Sharon 4-5,President,,DEM,Elizabeth Warren,0,1,1
Mercer,Sharon 4-5,President,,DEM,Write-In,1,2,3
Mercer,Sharon 4-5,Attorney General,,DEM,Josh Shapiro,90,110,200
Mercer,Sharon 4-5,Attorney General,,DEM,Write-In,0,0,0
Mercer,Sharon 4-5,Auditor General,,DEM,H. Scott Conklin,4,1,5
Mercer,Sharon 4-5,Auditor General,,DEM,Michael Lamb,51,82,133
Mercer,Sharon 4-5,Auditor General,,DEM,Tracie Fountain,2,3,5
Mercer,Sharon 4-5,Auditor General,,DEM,Rose Rosie Marie Davis,7,10,17
Mercer,Sharon 4-5,Auditor General,,DEM,Nina Ahmad,13,4,17
Mercer,Sharon 4-5,Auditor General,,DEM,Christina M. Hartman,9,10,19
Mercer,Sharon 4-5,Auditor General,,DEM,Write-In,1,0,1
Mercer,Sharon 4-5,State Treasurer,,DEM,Joe Torsella,84,107,191
Mercer,Sharon 4-5,State Treasurer,,DEM,Write-In,1,0,1
Mercer,Sharon 4-5,U.S. House,16,DEM,Kristy Gnibus,90,110,200
Mercer,Sharon 4-5,U.S. House,16,DEM,Write-In,0,0,0
Mercer,Sharon 4-5,General Assembly,7,DEM,Mark Longietti,102,122,224
Mercer,Sharon 4-5,General Assembly,7,DEM,Write-In,0,0,0
Mercer,Sharon 4-5,President,,REP,Donald J. Trump,39,10,49
Mercer,Sharon 4-5,President,,REP,Roque Rocky De La Fuente,2,1,3
Mercer,Sharon 4-5,President,,REP,Bill Weld,2,3,5
Mercer,Sharon 4-5,President,,REP,Write-In,1,3,4
Mercer,Sharon 4-5,Attorney General,,REP,Heather Heidelbaugh,41,14,55
Mercer,Sharon 4-5,Attorney General,,REP,Write-In,0,0,0
Mercer,Sharon 4-5,Auditor General,,REP,Timothy Defoor,39,15,54
Mercer,Sharon 4-5,Auditor General,,REP,Write-In,0,0,0
Mercer,Sharon 4-5,State Treasurer,,REP,Stacy L. Garrity,41,16,57
Mercer,Sharon 4-5,State Treasurer,,REP,Write-In,0,0,0
Mercer,Sharon 4-5,U.S. House,16,REP,Mike Kelly,39,15,54
Mercer,Sharon 4-5,U.S. House,16,REP,Write-In,3,0,3
Mercer,Sharon 4-5,General Assembly,7,REP,Write-In,9,4,13
Mercer,Sharon 4-5,General Assembly,7,REP,Mark Longietti,6,4,10
Mercer,Sharpsville 1,Registered Voters,,,,,,823
Mercer,Sharpsville 1,Registered Voters,,DEM,,,,471
Mercer,Sharpsville 1,Registered Voters,,REP,,,,352
Mercer,Sharpsville 1,Registered Voters,,NPA,,,,0
Mercer,Sharpsville 1,Ballots Cast,,,,147,156,303
Mercer,Sharpsville 1,Ballots Cast,,DEM,,76,111,187
Mercer,Sharpsville 1,Ballots Cast,,REP,,71,45,116
Mercer,Sharpsville 1,Ballots Cast,,NPA,,0,0,0
Mercer,Sharpsville 1,President,,DEM,Bernie Sanders,18,13,31
Mercer,Sharpsville 1,President,,DEM,Joseph R. Biden,46,91,137
Mercer,Sharpsville 1,President,,DEM,Tulsi Gabbard,2,3,5
Mercer,Sharpsville 1,President,,DEM,Elizabeth Warren,5,0,5
Mercer,Sharpsville 1,President,,DEM,Write-In,3,1,4
Mercer,Sharpsville 1,Attorney General,,DEM,Josh Shapiro,67,90,157
Mercer,Sharpsville 1,Attorney General,,DEM,Write-In,0,0,0
Mercer,Sharpsville 1,Auditor General,,DEM,H. Scott Conklin,4,4,8
Mercer,Sharpsville 1,Auditor General,,DEM,Michael Lamb,36,62,98
Mercer,Sharpsville 1,Auditor General,,DEM,Tracie Fountain,1,6,7
Mercer,Sharpsville 1,Auditor General,,DEM,Rose Rosie Marie Davis,5,4,9
Mercer,Sharpsville 1,Auditor General,,DEM,Nina Ahmad,9,7,16
Mercer,Sharpsville 1,Auditor General,,DEM,Christina M. Hartman,10,12,22
Mercer,Sharpsville 1,Auditor General,,DEM,Write-In,0,0,0
Mercer,Sharpsville 1,State Treasurer,,DEM,Joe Torsella,60,91,151
Mercer,Sharpsville 1,State Treasurer,,DEM,Write-In,0,0,0
Mercer,Sharpsville 1,U.S. House,16,DEM,Kristy Gnibus,62,93,155
Mercer,Sharpsville 1,U.S. House,16,DEM,Write-In,0,1,1
Mercer,Sharpsville 1,General Assembly,7,DEM,Mark Longietti,71,107,178
Mercer,Sharpsville 1,General Assembly,7,DEM,Write-In,1,1,2
Mercer,Sharpsville 1,President,,REP,Donald J. Trump,66,35,101
Mercer,Sharpsville 1,President,,REP,Roque Rocky De La Fuente,0,2,2
Mercer,Sharpsville 1,President,,REP,Bill Weld,0,4,4
Mercer,Sharpsville 1,President,,REP,Write-In,1,0,1
Mercer,Sharpsville 1,Attorney General,,REP,Heather Heidelbaugh,60,39,99
Mercer,Sharpsville 1,Attorney General,,REP,Write-In,0,0,0
Mercer,Sharpsville 1,Auditor General,,REP,Timothy Defoor,57,39,96
Mercer,Sharpsville 1,Auditor General,,REP,Write-In,0,0,0
Mercer,Sharpsville 1,State Treasurer,,REP,Stacy L. Garrity,60,39,99
Mercer,Sharpsville 1,State Treasurer,,REP,Write-In,0,0,0
Mercer,Sharpsville 1,U.S. House,16,REP,Mike Kelly,64,40,104
Mercer,Sharpsville 1,U.S. House,16,REP,Write-In,1,1,2
Mercer,Sharpsville 1,General Assembly,7,REP,Write-In,26,9,35
Mercer,Sharpsville 1,General Assembly,7,REP,Mark Longietti,19,6,25
Mercer,Sharpsville 2,Registered Voters,,,,,,742
Mercer,Sharpsville 2,Registered Voters,,DEM,,,,491
Mercer,Sharpsville 2,Registered Voters,,REP,,,,251
Mercer,Sharpsville 2,Registered Voters,,NPA,,,,0
Mercer,Sharpsville 2,Ballots Cast,,,,128,101,229
Mercer,Sharpsville 2,Ballots Cast,,DEM,,72,79,151
Mercer,Sharpsville 2,Ballots Cast,,REP,,56,22,78
Mercer,Sharpsville 2,Ballots Cast,,NPA,,0,0,0
Mercer,Sharpsville 2,President,,DEM,Bernie Sanders,14,13,27
Mercer,Sharpsville 2,President,,DEM,Joseph R. Biden,45,63,108
Mercer,Sharpsville 2,President,,DEM,Tulsi Gabbard,3,1,4
Mercer,Sharpsville 2,President,,DEM,Elizabeth Warren,4,0,4
Mercer,Sharpsville 2,President,,DEM,Write-In,4,1,5
Mercer,Sharpsville 2,Attorney General,,DEM,Josh Shapiro,51,69,120
Mercer,Sharpsville 2,Attorney General,,DEM,Write-In,1,1,2
Mercer,Sharpsville 2,Auditor General,,DEM,H. Scott Conklin,5,3,8
Mercer,Sharpsville 2,Auditor General,,DEM,Michael Lamb,31,48,79
Mercer,Sharpsville 2,Auditor General,,DEM,Tracie Fountain,2,4,6
Mercer,Sharpsville 2,Auditor General,,DEM,Rose Rosie Marie Davis,8,3,11
Mercer,Sharpsville 2,Auditor General,,DEM,Nina Ahmad,3,5,8
Mercer,Sharpsville 2,Auditor General,,DEM,Christina M. Hartman,10,9,19
Mercer,Sharpsville 2,Auditor General,,DEM,Write-In,0,0,0
Mercer,Sharpsville 2,State Treasurer,,DEM,Joe Torsella,52,68,120
Mercer,Sharpsville 2,State Treasurer,,DEM,Write-In,1,1,2
Mercer,Sharpsville 2,U.S. House,16,DEM,Kristy Gnibus,48,68,116
Mercer,Sharpsville 2,U.S. House,16,DEM,Write-In,2,1,3
Mercer,Sharpsville 2,General Assembly,7,DEM,Mark Longietti,66,78,144
Mercer,Sharpsville 2,General Assembly,7,DEM,Write-In,0,1,1
Mercer,Sharpsville 2,President,,REP,Donald J. Trump,53,18,71
Mercer,Sharpsville 2,President,,REP,Roque Rocky De La Fuente,0,0,0
Mercer,Sharpsville 2,President,,REP,Bill Weld,2,1,3
Mercer,Sharpsville 2,President,,REP,Write-In,0,0,0
Mercer,Sharpsville 2,Attorney General,,REP,Heather Heidelbaugh,49,19,68
Mercer,Sharpsville 2,Attorney General,,REP,Write-In,0,0,0
Mercer,Sharpsville 2,Auditor General,,REP,Timothy Defoor,49,18,67
Mercer,Sharpsville 2,Auditor General,,REP,Write-In,0,0,0
Mercer,Sharpsville 2,State Treasurer,,REP,Stacy L. Garrity,49,19,68
Mercer,Sharpsville 2,State Treasurer,,REP,Write-In,0,0,0
Mercer,Sharpsville 2,U.S. House,16,REP,Mike Kelly,48,20,68
Mercer,Sharpsville 2,U.S. House,16,REP,Write-In,0,0,0
Mercer,Sharpsville 2,General Assembly,7,REP,Write-In,9,3,12
Mercer,Sharpsville 2,General Assembly,7,REP,Mark Longietti,4,1,5
Mercer,Sharpsville 3,Registered Voters,,,,,,932
Mercer,Sharpsville 3,Registered Voters,,DEM,,,,638
Mercer,Sharpsville 3,Registered Voters,,REP,,,,294
Mercer,Sharpsville 3,Registered Voters,,NPA,,,,0
Mercer,Sharpsville 3,Ballots Cast,,,,193,141,334
Mercer,Sharpsville 3,Ballots Cast,,DEM,,113,126,239
Mercer,Sharpsville 3,Ballots Cast,,REP,,80,15,95
Mercer,Sharpsville 3,Ballots Cast,,NPA,,0,0,0
Mercer,Sharpsville 3,President,,DEM,Bernie Sanders,15,12,27
Mercer,Sharpsville 3,President,,DEM,Joseph R. Biden,73,107,180
Mercer,Sharpsville 3,President,,DEM,Tulsi Gabbard,4,1,5
Mercer,Sharpsville 3,President,,DEM,Elizabeth Warren,4,1,5
Mercer,Sharpsville 3,President,,DEM,Write-In,9,1,10
Mercer,Sharpsville 3,Attorney General,,DEM,Josh Shapiro,95,101,196
Mercer,Sharpsville 3,Attorney General,,DEM,Write-In,0,0,0
Mercer,Sharpsville 3,Auditor General,,DEM,H. Scott Conklin,10,5,15
Mercer,Sharpsville 3,Auditor General,,DEM,Michael Lamb,57,83,140
Mercer,Sharpsville 3,Auditor General,,DEM,Tracie Fountain,2,4,6
Mercer,Sharpsville 3,Auditor General,,DEM,Rose Rosie Marie Davis,7,4,11
Mercer,Sharpsville 3,Auditor General,,DEM,Nina Ahmad,8,6,14
Mercer,Sharpsville 3,Auditor General,,DEM,Christina M. Hartman,11,6,17
Mercer,Sharpsville 3,Auditor General,,DEM,Write-In,0,0,0
Mercer,Sharpsville 3,State Treasurer,,DEM,Joe Torsella,89,99,188
Mercer,Sharpsville 3,State Treasurer,,DEM,Write-In,0,0,0
Mercer,Sharpsville 3,U.S. House,16,DEM,Kristy Gnibus,92,99,191
Mercer,Sharpsville 3,U.S. House,16,DEM,Write-In,1,0,1
Mercer,Sharpsville 3,General Assembly,7,DEM,Mark Longietti,110,120,230
Mercer,Sharpsville 3,General Assembly,7,DEM,Write-In,1,1,2
Mercer,Sharpsville 3,President,,REP,Donald J. Trump,75,8,83
Mercer,Sharpsville 3,President,,REP,Roque Rocky De La Fuente,1,0,1
Mercer,Sharpsville 3,President,,REP,Bill Weld,3,1,4
Mercer,Sharpsville 3,President,,REP,Write-In,0,4,4
Mercer,Sharpsville 3,Attorney General,,REP,Heather Heidelbaugh,68,14,82
Mercer,Sharpsville 3,Attorney General,,REP,Write-In,0,0,0
Mercer,Sharpsville 3,Auditor General,,REP,Timothy Defoor,65,12,77
Mercer,Sharpsville 3,Auditor General,,REP,Write-In,0,2,2
Mercer,Sharpsville 3,State Treasurer,,REP,Stacy L. Garrity,63,15,78
Mercer,Sharpsville 3,State Treasurer,,REP,Write-In,0,0,0
Mercer,Sharpsville 3,U.S. House,16,REP,Mike Kelly,76,13,89
Mercer,Sharpsville 3,U.S. House,16,REP,Write-In,1,1,2
Mercer,Sharpsville 3,General Assembly,7,REP,Write-In,16,6,22
Mercer,Sharpsville 3,General Assembly,7,REP,Mark Longietti,10,5,15
Mercer,Sheakleyville,Registered Voters,,,,,,65
Mercer,Sheakleyville,Registered Voters,,DEM,,,,15
Mercer,Sheakleyville,Registered Voters,,REP,,,,50
Mercer,Sheakleyville,Registered Voters,,NPA,,,,0
Mercer,Sheakleyville,Ballots Cast,,,,19,7,26
Mercer,Sheakleyville,Ballots Cast,,DEM,,3,1,4
Mercer,Sheakleyville,Ballots Cast,,REP,,16,6,22
Mercer,Sheakleyville,Ballots Cast,,NPA,,0,0,0
Mercer,Sheakleyville,President,,DEM,Bernie Sanders,1,0,1
Mercer,Sheakleyville,President,,DEM,Joseph R. Biden,2,1,3
Mercer,Sheakleyville,President,,DEM,Tulsi Gabbard,0,0,0
Mercer,Sheakleyville,President,,DEM,Elizabeth Warren,0,0,0
Mercer,Sheakleyville,President,,DEM,Write-In,0,0,0
Mercer,Sheakleyville,Attorney General,,DEM,Josh Shapiro,3,1,4
Mercer,Sheakleyville,Attorney General,,DEM,Write-In,0,0,0
Mercer,Sheakleyville,Auditor General,,DEM,H. Scott Conklin,1,0,1
Mercer,Sheakleyville,Auditor General,,DEM,Michael Lamb,1,0,1
Mercer,Sheakleyville,Auditor General,,DEM,Tracie Fountain,0,0,0
Mercer,Sheakleyville,Auditor General,,DEM,Rose Rosie Marie Davis,0,0,0
Mercer,Sheakleyville,Auditor General,,DEM,Nina Ahmad,0,1,1
Mercer,Sheakleyville,Auditor General,,DEM,Christina M. Hartman,1,0,1
Mercer,Sheakleyville,Auditor General,,DEM,Write-In,0,0,0
Mercer,Sheakleyville,State Treasurer,,DEM,Joe Torsella,3,1,4
Mercer,Sheakleyville,State Treasurer,,DEM,Write-In,0,0,0
Mercer,Sheakleyville,U.S. House,16,DEM,Kristy Gnibus,3,1,4
Mercer,Sheakleyville,U.S. House,16,DEM,Write-In,0,0,0
Mercer,Sheakleyville,General Assembly,8,DEM,Phil Heasley,3,1,4
Mercer,Sheakleyville,General Assembly,8,DEM,Write-In,0,0,0
Mercer,Sheakleyville,President,,REP,Donald J. Trump,15,6,21
Mercer,Sheakleyville,President,,REP,Roque Rocky De La Fuente,0,0,0
Mercer,Sheakleyville,President,,REP,Bill Weld,0,0,0
Mercer,Sheakleyville,President,,REP,Write-In,1,0,1
Mercer,Sheakleyville,Attorney General,,REP,Heather Heidelbaugh,14,6,20
Mercer,Sheakleyville,Attorney General,,REP,Write-In,0,0,0
Mercer,Sheakleyville,Auditor General,,REP,Timothy Defoor,14,6,20
Mercer,Sheakleyville,Auditor General,,REP,Write-In,0,0,0
Mercer,Sheakleyville,State Treasurer,,REP,Stacy L. Garrity,14,6,20
Mercer,Sheakleyville,State Treasurer,,REP,Write-In,0,0,0
Mercer,Sheakleyville,U.S. House,16,REP,Mike Kelly,14,6,20
Mercer,Sheakleyville,U.S. House,16,REP,Write-In,0,0,0
Mercer,Sheakleyville,General Assembly,8,REP,Scott Jaillet,1,0,1
Mercer,Sheakleyville,General Assembly,8,REP,Tim Bonner,14,6,20
Mercer,Sheakleyville,General Assembly,8,REP,Write-In,0,0,0
Mercer,Shenango East,Registered Voters,,,,,,1042
Mercer,Shenango East,Registered Voters,,DEM,,,,495
Mercer,Shenango East,Registered Voters,,REP,,,,547
Mercer,Shenango East,Registered Voters,,NPA,,,,0
Mercer,Shenango East,Ballots Cast,,,,179,167,346
Mercer,Shenango East,Ballots Cast,,DEM,,80,110,190
Mercer,Shenango East,Ballots Cast,,REP,,99,57,156
Mercer,Shenango East,Ballots Cast,,NPA,,0,0,0
Mercer,Shenango East,President,,DEM,Bernie Sanders,12,12,24
Mercer,Shenango East,President,,DEM,Joseph R. Biden,51,94,145
Mercer,Shenango East,President,,DEM,Tulsi Gabbard,0,1,1
Mercer,Shenango East,President,,DEM,Elizabeth Warren,3,1,4
Mercer,Shenango East,President,,DEM,Write-In,8,0,8
Mercer,Shenango East,Attorney General,,DEM,Josh Shapiro,62,102,164
Mercer,Shenango East,Attorney General,,DEM,Write-In,2,0,2
Mercer,Shenango East,Auditor General,,DEM,H. Scott Conklin,6,0,6
Mercer,Shenango East,Auditor General,,DEM,Michael Lamb,35,72,107
Mercer,Shenango East,Auditor General,,DEM,Tracie Fountain,2,3,5
Mercer,Shenango East,Auditor General,,DEM,Rose Rosie Marie Davis,3,4,7
Mercer,Shenango East,Auditor General,,DEM,Nina Ahmad,6,6,12
Mercer,Shenango East,Auditor General,,DEM,Christina M. Hartman,14,12,26
Mercer,Shenango East,Auditor General,,DEM,Write-In,2,0,2
