county,precint,office,district,party,candidate,votes
Beaver,NEW BRIGHTON BORO 4,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,53
Beaver,NEW BRIGHTON BORO 4,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,NEW BRIGHTON BORO 4,Ballots Cast - Blank, , ,Ballots Cast - Blank,1
Beaver,NEW BRIGHTON BORO 4,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,15
Beaver,NEW BRIGHTON BORO 4,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,75
Beaver,NEW BRIGHTON BORO 4,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,3
Beaver,NEW BRIGHTON BORO 4,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,6
Beaver,NEW BRIGHTON BORO 4,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,89
Beaver,NEW BRIGHTON BORO 4,ATTORNEY GENERAL, ,DEM,Write-In Totals,3
Beaver,NEW BRIGHTON BORO 4,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,4
Beaver,NEW BRIGHTON BORO 4,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,64
Beaver,NEW BRIGHTON BORO 4,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,2
Beaver,NEW BRIGHTON BORO 4,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,5
Beaver,NEW BRIGHTON BORO 4,AUDITOR GENERAL, ,DEM,NINA AHMAD,10
Beaver,NEW BRIGHTON BORO 4,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,9
Beaver,NEW BRIGHTON BORO 4,AUDITOR GENERAL, ,DEM,Write-In Totals,1
Beaver,NEW BRIGHTON BORO 4,STATE TREASURER, ,DEM,JOE TORSELLA,87
Beaver,NEW BRIGHTON BORO 4,STATE TREASURER, ,DEM,Write-In Totals,1
Beaver,NEW BRIGHTON BORO 4,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,89
Beaver,NEW BRIGHTON BORO 4,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,5
Beaver,NEW BRIGHTON BORO 4,REP IN THE GENERAL ASSEMBLY 10TH DIST, ,DEM,KOLBE COLE,90
Beaver,NEW BRIGHTON BORO 4,REP IN THE GENERAL ASSEMBLY 10TH DIST, ,DEM,Write-In Totals,1
Beaver,NEW BRIGHTON BORO 4,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,46
Beaver,NEW BRIGHTON BORO 4,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,0
Beaver,NEW BRIGHTON BORO 4,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,5
Beaver,NEW BRIGHTON BORO 4,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,1
Beaver,NEW BRIGHTON BORO 4,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,47
Beaver,NEW BRIGHTON BORO 4,ATTORNEY GENERAL, ,REP,Write-In Totals,1
Beaver,NEW BRIGHTON BORO 4,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,43
Beaver,NEW BRIGHTON BORO 4,AUDITOR GENERAL, ,REP,Write-In Totals,1
Beaver,NEW BRIGHTON BORO 4,STATE TREASURER, ,REP,STACY L. GARRITY,47
Beaver,NEW BRIGHTON BORO 4,STATE TREASURER, ,REP,Write-In Totals,1
Beaver,NEW BRIGHTON BORO 4,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,47
Beaver,NEW BRIGHTON BORO 4,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,1
Beaver,NEW BRIGHTON BORO 4,REP IN THE GENERAL ASSEMBLY 10TH DISTRICT, ,REP,AARON BERNSTINE,50
Beaver,NEW BRIGHTON BORO 4,REP IN THE GENERAL ASSEMBLY 10TH DISTRICT, ,REP,Write-In Totals,1
Beaver,NEW BRIGHTON BORO 5,Ballots Cast - Total, , ,Ballots Cast - Total,286
Beaver,NEW BRIGHTON BORO 5,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,172
Beaver,NEW BRIGHTON BORO 5,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,114
Beaver,NEW BRIGHTON BORO 5,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,NEW BRIGHTON BORO 5,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,NEW BRIGHTON BORO 5,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,36
Beaver,NEW BRIGHTON BORO 5,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,112
Beaver,NEW BRIGHTON BORO 5,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,7
Beaver,NEW BRIGHTON BORO 5,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,11
Beaver,NEW BRIGHTON BORO 5,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,159
Beaver,NEW BRIGHTON BORO 5,ATTORNEY GENERAL, ,DEM,Write-In Totals,4
Beaver,NEW BRIGHTON BORO 5,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,5
Beaver,NEW BRIGHTON BORO 5,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,116
Beaver,NEW BRIGHTON BORO 5,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,3
Beaver,NEW BRIGHTON BORO 5,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,4
Beaver,NEW BRIGHTON BORO 5,AUDITOR GENERAL, ,DEM,NINA AHMAD,23
Beaver,NEW BRIGHTON BORO 5,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,9
Beaver,NEW BRIGHTON BORO 5,AUDITOR GENERAL, ,DEM,Write-In Totals,2
Beaver,NEW BRIGHTON BORO 5,STATE TREASURER, ,DEM,JOE TORSELLA,150
Beaver,NEW BRIGHTON BORO 5,STATE TREASURER, ,DEM,Write-In Totals,5
Beaver,NEW BRIGHTON BORO 5,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,155
Beaver,NEW BRIGHTON BORO 5,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,8
Beaver,NEW BRIGHTON BORO 5,REP IN THE GENERAL ASSEMBLY 10TH DIST, ,DEM,KOLBE COLE,153
Beaver,NEW BRIGHTON BORO 5,REP IN THE GENERAL ASSEMBLY 10TH DIST, ,DEM,Write-In Totals,7
Beaver,NEW BRIGHTON BORO 5,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,96
Beaver,NEW BRIGHTON BORO 5,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,0
Beaver,NEW BRIGHTON BORO 5,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,7
Beaver,NEW BRIGHTON BORO 5,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,8
Beaver,NEW BRIGHTON BORO 5,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,92
Beaver,NEW BRIGHTON BORO 5,ATTORNEY GENERAL, ,REP,Write-In Totals,1
Beaver,NEW BRIGHTON BORO 5,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,90
Beaver,NEW BRIGHTON BORO 5,AUDITOR GENERAL, ,REP,Write-In Totals,1
Beaver,NEW BRIGHTON BORO 5,STATE TREASURER, ,REP,STACY L. GARRITY,92
Beaver,NEW BRIGHTON BORO 5,STATE TREASURER, ,REP,Write-In Totals,1
Beaver,NEW BRIGHTON BORO 5,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,91
Beaver,NEW BRIGHTON BORO 5,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,3
Beaver,NEW BRIGHTON BORO 5,REP IN THE GENERAL ASSEMBLY 10TH DISTRICT, ,REP,AARON BERNSTINE,103
Beaver,NEW BRIGHTON BORO 5,REP IN THE GENERAL ASSEMBLY 10TH DISTRICT, ,REP,Write-In Totals,2
Beaver,NEW GALILEE BORO,Ballots Cast - Total, , ,Ballots Cast - Total,75
Beaver,NEW GALILEE BORO,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,34
Beaver,NEW GALILEE BORO,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,41
Beaver,NEW GALILEE BORO,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,NEW GALILEE BORO,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,NEW GALILEE BORO,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,5
Beaver,NEW GALILEE BORO,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,22
Beaver,NEW GALILEE BORO,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,1
Beaver,NEW GALILEE BORO,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,6
Beaver,NEW GALILEE BORO,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,28
Beaver,NEW GALILEE BORO,ATTORNEY GENERAL, ,DEM,Write-In Totals,1
Beaver,NEW GALILEE BORO,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,1
Beaver,NEW GALILEE BORO,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,22
Beaver,NEW GALILEE BORO,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,1
Beaver,NEW GALILEE BORO,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,1
Beaver,NEW GALILEE BORO,AUDITOR GENERAL, ,DEM,NINA AHMAD,3
Beaver,NEW GALILEE BORO,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,1
Beaver,NEW GALILEE BORO,AUDITOR GENERAL, ,DEM,Write-In Totals,1
Beaver,NEW GALILEE BORO,STATE TREASURER, ,DEM,JOE TORSELLA,24
Beaver,NEW GALILEE BORO,STATE TREASURER, ,DEM,Write-In Totals,3
Beaver,NEW GALILEE BORO,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,30
Beaver,NEW GALILEE BORO,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,2
Beaver,NEW GALILEE BORO,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,DEM,ZACHARY WILSON,27
Beaver,NEW GALILEE BORO,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,DEM,Write-In Totals,3
Beaver,NEW GALILEE BORO,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,35
Beaver,NEW GALILEE BORO,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,0
Beaver,NEW GALILEE BORO,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,5
Beaver,NEW GALILEE BORO,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,0
Beaver,NEW GALILEE BORO,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,36
Beaver,NEW GALILEE BORO,ATTORNEY GENERAL, ,REP,Write-In Totals,0
Beaver,NEW GALILEE BORO,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,34
Beaver,NEW GALILEE BORO,AUDITOR GENERAL, ,REP,Write-In Totals,0
Beaver,NEW GALILEE BORO,STATE TREASURER, ,REP,STACY L. GARRITY,36
Beaver,NEW GALILEE BORO,STATE TREASURER, ,REP,Write-In Totals,0
Beaver,NEW GALILEE BORO,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,34
Beaver,NEW GALILEE BORO,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,0
Beaver,NEW GALILEE BORO,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,REP,JIM MARSHALL,41
Beaver,NEW GALILEE BORO,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,REP,Write-In Totals,0
Beaver,NEW SEWICKLEY TWP 1,Ballots Cast - Total, , ,Ballots Cast - Total,877
Beaver,NEW SEWICKLEY TWP 1,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,419
Beaver,NEW SEWICKLEY TWP 1,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,458
Beaver,NEW SEWICKLEY TWP 1,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,NEW SEWICKLEY TWP 1,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,NEW SEWICKLEY TWP 1,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,45
Beaver,NEW SEWICKLEY TWP 1,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,342
Beaver,NEW SEWICKLEY TWP 1,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,15
Beaver,NEW SEWICKLEY TWP 1,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,9
Beaver,NEW SEWICKLEY TWP 1,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,383
Beaver,NEW SEWICKLEY TWP 1,ATTORNEY GENERAL, ,DEM,Write-In Totals,2
Beaver,NEW SEWICKLEY TWP 1,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,10
Beaver,NEW SEWICKLEY TWP 1,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,327
Beaver,NEW SEWICKLEY TWP 1,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,11
Beaver,NEW SEWICKLEY TWP 1,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,8
Beaver,NEW SEWICKLEY TWP 1,AUDITOR GENERAL, ,DEM,NINA AHMAD,24
Beaver,NEW SEWICKLEY TWP 1,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,18
Beaver,NEW SEWICKLEY TWP 1,AUDITOR GENERAL, ,DEM,Write-In Totals,1
Beaver,NEW SEWICKLEY TWP 1,STATE TREASURER, ,DEM,JOE TORSELLA,358
Beaver,NEW SEWICKLEY TWP 1,STATE TREASURER, ,DEM,Write-In Totals,3
Beaver,NEW SEWICKLEY TWP 1,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,393
Beaver,NEW SEWICKLEY TWP 1,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,3
Beaver,NEW SEWICKLEY TWP 1,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,DEM,ZACHARY WILSON,390
Beaver,NEW SEWICKLEY TWP 1,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,DEM,Write-In Totals,1
Beaver,NEW SEWICKLEY TWP 1,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,403
Beaver,NEW SEWICKLEY TWP 1,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,6
Beaver,NEW SEWICKLEY TWP 1,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,29
Beaver,NEW SEWICKLEY TWP 1,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,10
Beaver,NEW SEWICKLEY TWP 1,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,413
Beaver,NEW SEWICKLEY TWP 1,ATTORNEY GENERAL, ,REP,Write-In Totals,5
Beaver,NEW SEWICKLEY TWP 1,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,405
Beaver,NEW SEWICKLEY TWP 1,AUDITOR GENERAL, ,REP,Write-In Totals,2
Beaver,NEW SEWICKLEY TWP 1,STATE TREASURER, ,REP,STACY L. GARRITY,410
Beaver,NEW SEWICKLEY TWP 1,STATE TREASURER, ,REP,Write-In Totals,2
Beaver,NEW SEWICKLEY TWP 1,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,419
Beaver,NEW SEWICKLEY TWP 1,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,4
Beaver,NEW SEWICKLEY TWP 1,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,REP,JIM MARSHALL,430
Beaver,NEW SEWICKLEY TWP 1,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,REP,Write-In Totals,4
Beaver,NEW SEWICKLEY TWP 2,Ballots Cast - Total, , ,Ballots Cast - Total,593
Beaver,NEW SEWICKLEY TWP 2,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,278
Beaver,NEW SEWICKLEY TWP 2,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,315
Beaver,NEW SEWICKLEY TWP 2,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,NEW SEWICKLEY TWP 2,Ballots Cast - Blank, , ,Ballots Cast - Blank,1
Beaver,NEW SEWICKLEY TWP 2,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,46
Beaver,NEW SEWICKLEY TWP 2,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,185
Beaver,NEW SEWICKLEY TWP 2,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,11
Beaver,NEW SEWICKLEY TWP 2,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,30
Beaver,NEW SEWICKLEY TWP 2,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,240
Beaver,NEW SEWICKLEY TWP 2,ATTORNEY GENERAL, ,DEM,Write-In Totals,13
Beaver,NEW SEWICKLEY TWP 2,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,9
Beaver,NEW SEWICKLEY TWP 2,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,203
Beaver,NEW SEWICKLEY TWP 2,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,6
Beaver,NEW SEWICKLEY TWP 2,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,8
Beaver,NEW SEWICKLEY TWP 2,AUDITOR GENERAL, ,DEM,NINA AHMAD,14
Beaver,NEW SEWICKLEY TWP 2,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,16
Beaver,NEW SEWICKLEY TWP 2,AUDITOR GENERAL, ,DEM,Write-In Totals,8
Beaver,NEW SEWICKLEY TWP 2,STATE TREASURER, ,DEM,JOE TORSELLA,237
Beaver,NEW SEWICKLEY TWP 2,STATE TREASURER, ,DEM,Write-In Totals,13
Beaver,NEW SEWICKLEY TWP 2,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,250
Beaver,NEW SEWICKLEY TWP 2,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,11
Beaver,NEW SEWICKLEY TWP 2,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,DEM,ZACHARY WILSON,241
Beaver,NEW SEWICKLEY TWP 2,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,DEM,Write-In Totals,15
Beaver,NEW SEWICKLEY TWP 2,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,285
Beaver,NEW SEWICKLEY TWP 2,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,1
Beaver,NEW SEWICKLEY TWP 2,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,16
Beaver,NEW SEWICKLEY TWP 2,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,8
Beaver,NEW SEWICKLEY TWP 2,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,273
Beaver,NEW SEWICKLEY TWP 2,ATTORNEY GENERAL, ,REP,Write-In Totals,2
Beaver,NEW SEWICKLEY TWP 2,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,265
Beaver,NEW SEWICKLEY TWP 2,AUDITOR GENERAL, ,REP,Write-In Totals,1
Beaver,NEW SEWICKLEY TWP 2,STATE TREASURER, ,REP,STACY L. GARRITY,272
Beaver,NEW SEWICKLEY TWP 2,STATE TREASURER, ,REP,Write-In Totals,0
Beaver,NEW SEWICKLEY TWP 2,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,274
Beaver,NEW SEWICKLEY TWP 2,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,2
Beaver,NEW SEWICKLEY TWP 2,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,REP,JIM MARSHALL,294
Beaver,NEW SEWICKLEY TWP 2,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,REP,Write-In Totals,4
Beaver,NEW SEWICKLEY TWP 3,Ballots Cast - Total, , ,Ballots Cast - Total,420
Beaver,NEW SEWICKLEY TWP 3,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,168
Beaver,NEW SEWICKLEY TWP 3,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,252
Beaver,NEW SEWICKLEY TWP 3,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,NEW SEWICKLEY TWP 3,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,NEW SEWICKLEY TWP 3,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,25
Beaver,NEW SEWICKLEY TWP 3,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,110
Beaver,NEW SEWICKLEY TWP 3,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,9
Beaver,NEW SEWICKLEY TWP 3,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,18
Beaver,NEW SEWICKLEY TWP 3,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,155
Beaver,NEW SEWICKLEY TWP 3,ATTORNEY GENERAL, ,DEM,Write-In Totals,2
Beaver,NEW SEWICKLEY TWP 3,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,5
Beaver,NEW SEWICKLEY TWP 3,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,109
Beaver,NEW SEWICKLEY TWP 3,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,7
Beaver,NEW SEWICKLEY TWP 3,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,6
Beaver,NEW SEWICKLEY TWP 3,AUDITOR GENERAL, ,DEM,NINA AHMAD,16
Beaver,NEW SEWICKLEY TWP 3,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,17
Beaver,NEW SEWICKLEY TWP 3,AUDITOR GENERAL, ,DEM,Write-In Totals,1
Beaver,NEW SEWICKLEY TWP 3,STATE TREASURER, ,DEM,JOE TORSELLA,153
Beaver,NEW SEWICKLEY TWP 3,STATE TREASURER, ,DEM,Write-In Totals,2
Beaver,NEW SEWICKLEY TWP 3,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,145
Beaver,NEW SEWICKLEY TWP 3,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,7
Beaver,NEW SEWICKLEY TWP 3,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,DEM,ZACHARY WILSON,156
Beaver,NEW SEWICKLEY TWP 3,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,DEM,Write-In Totals,2
Beaver,NEW SEWICKLEY TWP 3,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,230
Beaver,NEW SEWICKLEY TWP 3,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,1
Beaver,NEW SEWICKLEY TWP 3,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,12
Beaver,NEW SEWICKLEY TWP 3,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,6
Beaver,NEW SEWICKLEY TWP 3,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,228
Beaver,NEW SEWICKLEY TWP 3,ATTORNEY GENERAL, ,REP,Write-In Totals,0
Beaver,NEW SEWICKLEY TWP 3,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,224
Beaver,NEW SEWICKLEY TWP 3,AUDITOR GENERAL, ,REP,Write-In Totals,1
Beaver,NEW SEWICKLEY TWP 3,STATE TREASURER, ,REP,STACY L. GARRITY,228
Beaver,NEW SEWICKLEY TWP 3,STATE TREASURER, ,REP,Write-In Totals,1
Beaver,NEW SEWICKLEY TWP 3,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,225
Beaver,NEW SEWICKLEY TWP 3,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,1
Beaver,NEW SEWICKLEY TWP 3,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,REP,JIM MARSHALL,241
Beaver,NEW SEWICKLEY TWP 3,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,REP,Write-In Totals,1
Beaver,NORTH SEWICKLEY TWP 1,Ballots Cast - Total, , ,Ballots Cast - Total,267
Beaver,NORTH SEWICKLEY TWP 1,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,131
Beaver,NORTH SEWICKLEY TWP 1,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,136
Beaver,NORTH SEWICKLEY TWP 1,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,NORTH SEWICKLEY TWP 1,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,NORTH SEWICKLEY TWP 1,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,21
Beaver,NORTH SEWICKLEY TWP 1,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,91
Beaver,NORTH SEWICKLEY TWP 1,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,7
Beaver,NORTH SEWICKLEY TWP 1,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,9
Beaver,NORTH SEWICKLEY TWP 1,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,116
Beaver,NORTH SEWICKLEY TWP 1,ATTORNEY GENERAL, ,DEM,Write-In Totals,3
Beaver,NORTH SEWICKLEY TWP 1,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,2
Beaver,NORTH SEWICKLEY TWP 1,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,91
Beaver,NORTH SEWICKLEY TWP 1,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,4
Beaver,NORTH SEWICKLEY TWP 1,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,3
Beaver,NORTH SEWICKLEY TWP 1,AUDITOR GENERAL, ,DEM,NINA AHMAD,14
Beaver,NORTH SEWICKLEY TWP 1,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,12
Beaver,NORTH SEWICKLEY TWP 1,AUDITOR GENERAL, ,DEM,Write-In Totals,1
Beaver,NORTH SEWICKLEY TWP 1,STATE TREASURER, ,DEM,JOE TORSELLA,118
Beaver,NORTH SEWICKLEY TWP 1,STATE TREASURER, ,DEM,Write-In Totals,1
Beaver,NORTH SEWICKLEY TWP 1,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,121
Beaver,NORTH SEWICKLEY TWP 1,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,4
Beaver,NORTH SEWICKLEY TWP 1,REP IN THE GENERAL ASSEMBLY 10TH DIST, ,DEM,KOLBE COLE,119
