county,precinct,office,district,party,candidate,election_day,mail_in,provisional,votes
Cambria,WEST CARROLL TOWNSHIP - SOUTH,Registered Voters,,,,,,,414
Cambria,WEST CARROLL TOWNSHIP - SOUTH,Registered Voters,,DEM,,,,,224
Cambria,WEST CARROLL TOWNSHIP - SOUTH,Registered Voters,,REP,,,,,147
Cambria,WEST CARROLL TOWNSHIP - SOUTH,Ballots Cast,,,,77,44,1,122
Cambria,WEST CARROLL TOWNSHIP - SOUTH,Ballots Cast,,DEM,,36,39,0,75
Cambria,WEST CARROLL TOWNSHIP - SOUTH,Ballots Cast,,REP,,41,5,1,47
Cambria,WEST CARROLL TOWNSHIP - SOUTH,President,,DEM,Bernie Sanders,14,2,0,16
Cambria,WEST CARROLL TOWNSHIP - SOUTH,President,,DEM,Joseph R. Biden,14,35,0,49
Cambria,WEST CARROLL TOWNSHIP - SOUTH,President,,DEM,Tulsi Gabbard,1,1,0,2
Cambria,WEST CARROLL TOWNSHIP - SOUTH,President,,DEM,Write-In,5,0,0,5
Cambria,WEST CARROLL TOWNSHIP - SOUTH,Attorney General,,DEM,Josh Shapiro,26,36,0,62
Cambria,WEST CARROLL TOWNSHIP - SOUTH,Attorney General,,DEM,Write-In,1,0,0,1
Cambria,WEST CARROLL TOWNSHIP - SOUTH,Auditor General,,DEM,H. Scott Conklin,20,24,0,44
Cambria,WEST CARROLL TOWNSHIP - SOUTH,Auditor General,,DEM,Michael Lamb,4,8,0,12
Cambria,WEST CARROLL TOWNSHIP - SOUTH,Auditor General,,DEM,Tracie Fountain,1,2,0,3
Cambria,WEST CARROLL TOWNSHIP - SOUTH,Auditor General,,DEM,Rose Rosie Marie Davis,1,0,0,1
Cambria,WEST CARROLL TOWNSHIP - SOUTH,Auditor General,,DEM,Nina Ahmad,0,0,0,0
Cambria,WEST CARROLL TOWNSHIP - SOUTH,Auditor General,,DEM,Christina M. Hartman,2,2,0,4
Cambria,WEST CARROLL TOWNSHIP - SOUTH,Auditor General,,DEM,Write-In,1,0,0,1
Cambria,WEST CARROLL TOWNSHIP - SOUTH,State Treasurer,,DEM,Joe Torsella,25,35,0,60
Cambria,WEST CARROLL TOWNSHIP - SOUTH,State Treasurer,,DEM,Write-In,1,0,0,1
Cambria,WEST CARROLL TOWNSHIP - SOUTH,U.S. House,15,DEM,Robert Williams,26,35,0,61
Cambria,WEST CARROLL TOWNSHIP - SOUTH,U.S. House,15,DEM,Write-In,1,0,0,1
Cambria,WEST CARROLL TOWNSHIP - SOUTH,State Senate,35,DEM,Shaun Dougherty,26,34,0,60
Cambria,WEST CARROLL TOWNSHIP - SOUTH,State Senate,35,DEM,Write-In,1,0,0,1
Cambria,WEST CARROLL TOWNSHIP - SOUTH,General Assembly,73,DEM,Write-In,1,1,0,2
Cambria,WEST CARROLL TOWNSHIP - SOUTH,President,,REP,Donald J. Trump,40,4,1,45
Cambria,WEST CARROLL TOWNSHIP - SOUTH,President,,REP,Roque Rocky De La Fuente,0,0,0,0
Cambria,WEST CARROLL TOWNSHIP - SOUTH,President,,REP,Bill Weld,1,1,0,2
Cambria,WEST CARROLL TOWNSHIP - SOUTH,President,,REP,Write-In,0,0,0,0
Cambria,WEST CARROLL TOWNSHIP - SOUTH,Attorney General,,REP,Heather Heidelbaugh,38,3,1,42
Cambria,WEST CARROLL TOWNSHIP - SOUTH,Attorney General,,REP,Write-In,0,0,0,0
Cambria,WEST CARROLL TOWNSHIP - SOUTH,Auditor General,,REP,Timothy Defoor,38,3,1,42
Cambria,WEST CARROLL TOWNSHIP - SOUTH,Auditor General,,REP,Write-In,0,0,0,0
Cambria,WEST CARROLL TOWNSHIP - SOUTH,State Treasurer,,REP,Stacy L. Garrity,38,5,1,44
Cambria,WEST CARROLL TOWNSHIP - SOUTH,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,WEST CARROLL TOWNSHIP - SOUTH,U.S. House,15,REP,Glenn Gt Thompson,36,5,1,42
Cambria,WEST CARROLL TOWNSHIP - SOUTH,U.S. House,15,REP,Write-In,0,0,0,0
Cambria,WEST CARROLL TOWNSHIP - SOUTH,State Senate,35,REP,Wayne Langerholc Jr.,38,5,1,44
Cambria,WEST CARROLL TOWNSHIP - SOUTH,State Senate,35,REP,Write-In,1,0,0,1
Cambria,WEST CARROLL TOWNSHIP - SOUTH,General Assembly,73,REP,Tommy Sankey,39,5,1,45
Cambria,WEST CARROLL TOWNSHIP - SOUTH,General Assembly,73,REP,Write-In,0,0,0,0
Cambria,WESTMONT BOROUGH NO. 1,Registered Voters,,,,,,,1155
Cambria,WESTMONT BOROUGH NO. 1,Registered Voters,,DEM,,,,,504
Cambria,WESTMONT BOROUGH NO. 1,Registered Voters,,REP,,,,,499
Cambria,WESTMONT BOROUGH NO. 1,Ballots Cast,,,,192,194,3,389
Cambria,WESTMONT BOROUGH NO. 1,Ballots Cast,,DEM,,78,133,1,212
Cambria,WESTMONT BOROUGH NO. 1,Ballots Cast,,REP,,114,61,2,177
Cambria,WESTMONT BOROUGH NO. 1,President,,DEM,Bernie Sanders,19,20,0,39
Cambria,WESTMONT BOROUGH NO. 1,President,,DEM,Joseph R. Biden,37,104,0,141
Cambria,WESTMONT BOROUGH NO. 1,President,,DEM,Tulsi Gabbard,11,5,0,16
Cambria,WESTMONT BOROUGH NO. 1,President,,DEM,Write-In,9,3,1,13
Cambria,WESTMONT BOROUGH NO. 1,Attorney General,,DEM,Josh Shapiro,69,124,1,194
Cambria,WESTMONT BOROUGH NO. 1,Attorney General,,DEM,Write-In,1,0,0,1
Cambria,WESTMONT BOROUGH NO. 1,Auditor General,,DEM,H. Scott Conklin,22,52,1,75
Cambria,WESTMONT BOROUGH NO. 1,Auditor General,,DEM,Michael Lamb,31,39,0,70
Cambria,WESTMONT BOROUGH NO. 1,Auditor General,,DEM,Tracie Fountain,2,7,0,9
Cambria,WESTMONT BOROUGH NO. 1,Auditor General,,DEM,Rose Rosie Marie Davis,4,8,0,12
Cambria,WESTMONT BOROUGH NO. 1,Auditor General,,DEM,Nina Ahmad,11,12,0,23
Cambria,WESTMONT BOROUGH NO. 1,Auditor General,,DEM,Christina M. Hartman,4,5,0,9
Cambria,WESTMONT BOROUGH NO. 1,Auditor General,,DEM,Write-In,0,0,0,0
Cambria,WESTMONT BOROUGH NO. 1,State Treasurer,,DEM,Joe Torsella,67,120,1,188
Cambria,WESTMONT BOROUGH NO. 1,State Treasurer,,DEM,Write-In,1,0,0,1
Cambria,WESTMONT BOROUGH NO. 1,U.S. House,13,DEM,Todd Rowley,66,118,1,185
Cambria,WESTMONT BOROUGH NO. 1,U.S. House,13,DEM,Write-In,1,0,0,1
Cambria,WESTMONT BOROUGH NO. 1,State Senate,35,DEM,Shaun Dougherty,68,122,1,191
Cambria,WESTMONT BOROUGH NO. 1,State Senate,35,DEM,Write-In,3,1,0,4
Cambria,WESTMONT BOROUGH NO. 1,General Assembly,71,DEM,Write-In,15,10,0,25
Cambria,WESTMONT BOROUGH NO. 1,President,,REP,Donald J. Trump,106,56,2,164
Cambria,WESTMONT BOROUGH NO. 1,President,,REP,Roque Rocky De La Fuente,2,2,0,4
Cambria,WESTMONT BOROUGH NO. 1,President,,REP,Bill Weld,3,0,0,3
Cambria,WESTMONT BOROUGH NO. 1,President,,REP,Write-In,1,3,0,4
Cambria,WESTMONT BOROUGH NO. 1,Attorney General,,REP,Heather Heidelbaugh,103,59,1,163
Cambria,WESTMONT BOROUGH NO. 1,Attorney General,,REP,Write-In,1,0,0,1
Cambria,WESTMONT BOROUGH NO. 1,Auditor General,,REP,Timothy Defoor,99,56,1,156
Cambria,WESTMONT BOROUGH NO. 1,Auditor General,,REP,Write-In,1,0,0,1
Cambria,WESTMONT BOROUGH NO. 1,State Treasurer,,REP,Stacy L. Garrity,101,57,1,159
Cambria,WESTMONT BOROUGH NO. 1,State Treasurer,,REP,Write-In,1,0,0,1
Cambria,WESTMONT BOROUGH NO. 1,U.S. House,13,REP,John Joyce,100,59,2,161
Cambria,WESTMONT BOROUGH NO. 1,U.S. House,13,REP,Write-In,2,0,0,2
Cambria,WESTMONT BOROUGH NO. 1,State Senate,35,REP,Wayne Langerholc Jr.,107,60,2,169
Cambria,WESTMONT BOROUGH NO. 1,State Senate,35,REP,Write-In,3,0,0,3
Cambria,WESTMONT BOROUGH NO. 1,General Assembly,71,REP,Jim Rigby,107,60,2,169
Cambria,WESTMONT BOROUGH NO. 1,General Assembly,71,REP,Write-In,3,0,0,3
Cambria,WESTMONT BOROUGH NO. 2,Registered Voters,,,,,,,1395
Cambria,WESTMONT BOROUGH NO. 2,Registered Voters,,DEM,,,,,508
Cambria,WESTMONT BOROUGH NO. 2,Registered Voters,,REP,,,,,743
Cambria,WESTMONT BOROUGH NO. 2,Ballots Cast,,,,230,300,8,538
Cambria,WESTMONT BOROUGH NO. 2,Ballots Cast,,DEM,,66,176,2,244
Cambria,WESTMONT BOROUGH NO. 2,Ballots Cast,,REP,,164,124,6,294
Cambria,WESTMONT BOROUGH NO. 2,President,,DEM,Bernie Sanders,10,17,1,28
Cambria,WESTMONT BOROUGH NO. 2,President,,DEM,Joseph R. Biden,39,145,0,184
Cambria,WESTMONT BOROUGH NO. 2,President,,DEM,Tulsi Gabbard,8,3,1,12
Cambria,WESTMONT BOROUGH NO. 2,President,,DEM,Write-In,7,5,0,12
Cambria,WESTMONT BOROUGH NO. 2,Attorney General,,DEM,Josh Shapiro,52,166,2,220
Cambria,WESTMONT BOROUGH NO. 2,Attorney General,,DEM,Write-In,1,0,0,1
Cambria,WESTMONT BOROUGH NO. 2,Auditor General,,DEM,H. Scott Conklin,26,63,1,90
Cambria,WESTMONT BOROUGH NO. 2,Auditor General,,DEM,Michael Lamb,20,72,0,92
Cambria,WESTMONT BOROUGH NO. 2,Auditor General,,DEM,Tracie Fountain,2,5,0,7
Cambria,WESTMONT BOROUGH NO. 2,Auditor General,,DEM,Rose Rosie Marie Davis,3,3,0,6
Cambria,WESTMONT BOROUGH NO. 2,Auditor General,,DEM,Nina Ahmad,4,14,0,18
Cambria,WESTMONT BOROUGH NO. 2,Auditor General,,DEM,Christina M. Hartman,3,10,0,13
Cambria,WESTMONT BOROUGH NO. 2,Auditor General,,DEM,Write-In,0,0,0,0
Cambria,WESTMONT BOROUGH NO. 2,State Treasurer,,DEM,Joe Torsella,51,153,1,205
Cambria,WESTMONT BOROUGH NO. 2,State Treasurer,,DEM,Write-In,0,1,0,1
Cambria,WESTMONT BOROUGH NO. 2,U.S. House,13,DEM,Todd Rowley,49,155,2,206
Cambria,WESTMONT BOROUGH NO. 2,U.S. House,13,DEM,Write-In,1,1,0,2
Cambria,WESTMONT BOROUGH NO. 2,State Senate,35,DEM,Shaun Dougherty,58,159,2,219
Cambria,WESTMONT BOROUGH NO. 2,State Senate,35,DEM,Write-In,1,1,0,2
Cambria,WESTMONT BOROUGH NO. 2,General Assembly,71,DEM,Write-In,6,13,0,19
Cambria,WESTMONT BOROUGH NO. 2,President,,REP,Donald J. Trump,156,96,6,258
Cambria,WESTMONT BOROUGH NO. 2,President,,REP,Roque Rocky De La Fuente,1,3,0,4
Cambria,WESTMONT BOROUGH NO. 2,President,,REP,Bill Weld,3,12,0,15
Cambria,WESTMONT BOROUGH NO. 2,President,,REP,Write-In,2,6,0,8
Cambria,WESTMONT BOROUGH NO. 2,Attorney General,,REP,Heather Heidelbaugh,144,112,6,262
Cambria,WESTMONT BOROUGH NO. 2,Attorney General,,REP,Write-In,0,2,0,2
Cambria,WESTMONT BOROUGH NO. 2,Auditor General,,REP,Timothy Defoor,146,112,6,264
Cambria,WESTMONT BOROUGH NO. 2,Auditor General,,REP,Write-In,0,2,0,2
Cambria,WESTMONT BOROUGH NO. 2,State Treasurer,,REP,Stacy L. Garrity,142,114,6,262
Cambria,WESTMONT BOROUGH NO. 2,State Treasurer,,REP,Write-In,0,2,0,2
Cambria,WESTMONT BOROUGH NO. 2,U.S. House,13,REP,John Joyce,150,111,6,267
Cambria,WESTMONT BOROUGH NO. 2,U.S. House,13,REP,Write-In,0,1,0,1
Cambria,WESTMONT BOROUGH NO. 2,State Senate,35,REP,Wayne Langerholc Jr.,153,117,6,276
Cambria,WESTMONT BOROUGH NO. 2,State Senate,35,REP,Write-In,2,1,0,3
Cambria,WESTMONT BOROUGH NO. 2,General Assembly,71,REP,Jim Rigby,158,115,6,279
Cambria,WESTMONT BOROUGH NO. 2,General Assembly,71,REP,Write-In,0,5,0,5
Cambria,WESTMONT BOROUGH NO. 3,Registered Voters,,,,,,,1320
Cambria,WESTMONT BOROUGH NO. 3,Registered Voters,,DEM,,,,,549
Cambria,WESTMONT BOROUGH NO. 3,Registered Voters,,REP,,,,,638
Cambria,WESTMONT BOROUGH NO. 3,Ballots Cast,,,,247,271,4,522
Cambria,WESTMONT BOROUGH NO. 3,Ballots Cast,,DEM,,96,164,2,262
Cambria,WESTMONT BOROUGH NO. 3,Ballots Cast,,REP,,151,107,2,260
Cambria,WESTMONT BOROUGH NO. 3,President,,DEM,Bernie Sanders,23,23,2,48
Cambria,WESTMONT BOROUGH NO. 3,President,,DEM,Joseph R. Biden,51,133,0,184
Cambria,WESTMONT BOROUGH NO. 3,President,,DEM,Tulsi Gabbard,7,4,0,11
Cambria,WESTMONT BOROUGH NO. 3,President,,DEM,Write-In,9,1,0,10
Cambria,WESTMONT BOROUGH NO. 3,Attorney General,,DEM,Josh Shapiro,86,154,2,242
Cambria,WESTMONT BOROUGH NO. 3,Attorney General,,DEM,Write-In,3,2,0,5
Cambria,WESTMONT BOROUGH NO. 3,Auditor General,,DEM,H. Scott Conklin,36,61,1,98
Cambria,WESTMONT BOROUGH NO. 3,Auditor General,,DEM,Michael Lamb,35,64,0,99
Cambria,WESTMONT BOROUGH NO. 3,Auditor General,,DEM,Tracie Fountain,1,6,0,7
Cambria,WESTMONT BOROUGH NO. 3,Auditor General,,DEM,Rose Rosie Marie Davis,4,3,0,7
Cambria,WESTMONT BOROUGH NO. 3,Auditor General,,DEM,Nina Ahmad,7,16,1,24
Cambria,WESTMONT BOROUGH NO. 3,Auditor General,,DEM,Christina M. Hartman,5,2,0,7
Cambria,WESTMONT BOROUGH NO. 3,Auditor General,,DEM,Write-In,0,0,0,0
Cambria,WESTMONT BOROUGH NO. 3,State Treasurer,,DEM,Joe Torsella,83,147,2,232
Cambria,WESTMONT BOROUGH NO. 3,State Treasurer,,DEM,Write-In,1,1,0,2
Cambria,WESTMONT BOROUGH NO. 3,U.S. House,13,DEM,Todd Rowley,79,147,2,228
Cambria,WESTMONT BOROUGH NO. 3,U.S. House,13,DEM,Write-In,2,2,0,4
Cambria,WESTMONT BOROUGH NO. 3,State Senate,35,DEM,Shaun Dougherty,82,155,2,239
Cambria,WESTMONT BOROUGH NO. 3,State Senate,35,DEM,Write-In,1,0,0,1
Cambria,WESTMONT BOROUGH NO. 3,General Assembly,71,DEM,Write-In,7,17,0,24
Cambria,WESTMONT BOROUGH NO. 3,President,,REP,Donald J. Trump,148,86,2,236
Cambria,WESTMONT BOROUGH NO. 3,President,,REP,Roque Rocky De La Fuente,0,3,0,3
Cambria,WESTMONT BOROUGH NO. 3,President,,REP,Bill Weld,2,6,0,8
Cambria,WESTMONT BOROUGH NO. 3,President,,REP,Write-In,0,7,0,7
Cambria,WESTMONT BOROUGH NO. 3,Attorney General,,REP,Heather Heidelbaugh,135,92,2,229
Cambria,WESTMONT BOROUGH NO. 3,Attorney General,,REP,Write-In,0,3,0,3
Cambria,WESTMONT BOROUGH NO. 3,Auditor General,,REP,Timothy Defoor,136,92,2,230
Cambria,WESTMONT BOROUGH NO. 3,Auditor General,,REP,Write-In,0,0,0,0
Cambria,WESTMONT BOROUGH NO. 3,State Treasurer,,REP,Stacy L. Garrity,133,93,2,228
Cambria,WESTMONT BOROUGH NO. 3,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,WESTMONT BOROUGH NO. 3,U.S. House,13,REP,John Joyce,147,97,2,246
Cambria,WESTMONT BOROUGH NO. 3,U.S. House,13,REP,Write-In,0,1,0,1
Cambria,WESTMONT BOROUGH NO. 3,State Senate,35,REP,Wayne Langerholc Jr.,149,99,2,250
Cambria,WESTMONT BOROUGH NO. 3,State Senate,35,REP,Write-In,0,2,0,2
Cambria,WESTMONT BOROUGH NO. 3,General Assembly,71,REP,Jim Rigby,150,102,2,254
Cambria,WESTMONT BOROUGH NO. 3,General Assembly,71,REP,Write-In,0,0,0,0
Cambria,WEST TAYLOR TOWNSHIP,Registered Voters,,,,,,,474
Cambria,WEST TAYLOR TOWNSHIP,Registered Voters,,DEM,,,,,233
Cambria,WEST TAYLOR TOWNSHIP,Registered Voters,,REP,,,,,180
Cambria,WEST TAYLOR TOWNSHIP,Ballots Cast,,,,90,53,4,147
Cambria,WEST TAYLOR TOWNSHIP,Ballots Cast,,DEM,,44,29,1,74
Cambria,WEST TAYLOR TOWNSHIP,Ballots Cast,,REP,,46,24,3,73
Cambria,WEST TAYLOR TOWNSHIP,President,,DEM,Bernie Sanders,8,0,0,8
Cambria,WEST TAYLOR TOWNSHIP,President,,DEM,Joseph R. Biden,16,24,0,40
Cambria,WEST TAYLOR TOWNSHIP,President,,DEM,Tulsi Gabbard,1,0,0,1
Cambria,WEST TAYLOR TOWNSHIP,President,,DEM,Write-In,9,3,0,12
Cambria,WEST TAYLOR TOWNSHIP,Attorney General,,DEM,Josh Shapiro,39,22,1,62
Cambria,WEST TAYLOR TOWNSHIP,Attorney General,,DEM,Write-In,1,3,0,4
Cambria,WEST TAYLOR TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,15,18,1,34
Cambria,WEST TAYLOR TOWNSHIP,Auditor General,,DEM,Michael Lamb,18,7,0,25
Cambria,WEST TAYLOR TOWNSHIP,Auditor General,,DEM,Tracie Fountain,0,1,0,1
Cambria,WEST TAYLOR TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,3,1,0,4
Cambria,WEST TAYLOR TOWNSHIP,Auditor General,,DEM,Nina Ahmad,0,0,0,0
Cambria,WEST TAYLOR TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,3,0,0,3
Cambria,WEST TAYLOR TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0
Cambria,WEST TAYLOR TOWNSHIP,State Treasurer,,DEM,Joe Torsella,29,23,1,53
Cambria,WEST TAYLOR TOWNSHIP,State Treasurer,,DEM,Write-In,1,3,0,4
Cambria,WEST TAYLOR TOWNSHIP,U.S. House,13,DEM,Todd Rowley,28,26,1,55
Cambria,WEST TAYLOR TOWNSHIP,U.S. House,13,DEM,Write-In,0,0,0,0
Cambria,WEST TAYLOR TOWNSHIP,State Senate,35,DEM,Shaun Dougherty,29,23,1,53
Cambria,WEST TAYLOR TOWNSHIP,State Senate,35,DEM,Write-In,2,1,0,3
Cambria,WEST TAYLOR TOWNSHIP,General Assembly,71,DEM,Write-In,3,5,0,8
Cambria,WEST TAYLOR TOWNSHIP,President,,REP,Donald J. Trump,46,24,3,73
Cambria,WEST TAYLOR TOWNSHIP,President,,REP,Roque Rocky De La Fuente,0,0,0,0
Cambria,WEST TAYLOR TOWNSHIP,President,,REP,Bill Weld,0,0,0,0
Cambria,WEST TAYLOR TOWNSHIP,President,,REP,Write-In,0,0,0,0
Cambria,WEST TAYLOR TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,41,24,3,68
Cambria,WEST TAYLOR TOWNSHIP,Attorney General,,REP,Write-In,0,0,0,0
Cambria,WEST TAYLOR TOWNSHIP,Auditor General,,REP,Timothy Defoor,38,23,3,64
Cambria,WEST TAYLOR TOWNSHIP,Auditor General,,REP,Write-In,0,0,0,0
Cambria,WEST TAYLOR TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,38,23,3,64
Cambria,WEST TAYLOR TOWNSHIP,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,WEST TAYLOR TOWNSHIP,U.S. House,13,REP,John Joyce,41,24,3,68
Cambria,WEST TAYLOR TOWNSHIP,U.S. House,13,REP,Write-In,0,0,0,0
Cambria,WEST TAYLOR TOWNSHIP,State Senate,35,REP,Wayne Langerholc Jr.,44,24,3,71
Cambria,WEST TAYLOR TOWNSHIP,State Senate,35,REP,Write-In,0,0,0,0
Cambria,WEST TAYLOR TOWNSHIP,General Assembly,71,REP,Jim Rigby,44,24,3,71
Cambria,WEST TAYLOR TOWNSHIP,General Assembly,71,REP,Write-In,0,0,0,0
Cambria,WHITE TOWNSHIP,Registered Voters,,,,,,,609
Cambria,WHITE TOWNSHIP,Registered Voters,,DEM,,,,,198
Cambria,WHITE TOWNSHIP,Registered Voters,,REP,,,,,335
Cambria,WHITE TOWNSHIP,Ballots Cast,,,,160,63,0,223
Cambria,WHITE TOWNSHIP,Ballots Cast,,DEM,,34,36,0,70
Cambria,WHITE TOWNSHIP,Ballots Cast,,REP,,126,27,0,153
Cambria,WHITE TOWNSHIP,President,,DEM,Bernie Sanders,5,7,0,12
Cambria,WHITE TOWNSHIP,President,,DEM,Joseph R. Biden,19,27,0,46
Cambria,WHITE TOWNSHIP,President,,DEM,Tulsi Gabbard,6,1,0,7
Cambria,WHITE TOWNSHIP,President,,DEM,Write-In,1,0,0,1
Cambria,WHITE TOWNSHIP,Attorney General,,DEM,Josh Shapiro,31,35,0,66
Cambria,WHITE TOWNSHIP,Attorney General,,DEM,Write-In,0,0,0,0
Cambria,WHITE TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,25,22,0,47
Cambria,WHITE TOWNSHIP,Auditor General,,DEM,Michael Lamb,4,5,0,9
Cambria,WHITE TOWNSHIP,Auditor General,,DEM,Tracie Fountain,3,1,0,4
Cambria,WHITE TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,1,2,0,3
Cambria,WHITE TOWNSHIP,Auditor General,,DEM,Nina Ahmad,0,1,0,1
Cambria,WHITE TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,0,4,0,4
Cambria,WHITE TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0
Cambria,WHITE TOWNSHIP,State Treasurer,,DEM,Joe Torsella,33,34,0,67
Cambria,WHITE TOWNSHIP,State Treasurer,,DEM,Write-In,0,0,0,0
Cambria,WHITE TOWNSHIP,U.S. House,15,DEM,Robert Williams,31,35,0,66
Cambria,WHITE TOWNSHIP,U.S. House,15,DEM,Write-In,1,0,0,1
Cambria,WHITE TOWNSHIP,State Senate,35,DEM,Shaun Dougherty,33,35,0,68
Cambria,WHITE TOWNSHIP,State Senate,35,DEM,Write-In,0,0,0,0
Cambria,WHITE TOWNSHIP,General Assembly,72,DEM,Frank Burns,33,34,0,67
Cambria,WHITE TOWNSHIP,General Assembly,72,DEM,Write-In,0,0,0,0
Cambria,WHITE TOWNSHIP,President,,REP,Donald J. Trump,124,26,0,150
Cambria,WHITE TOWNSHIP,President,,REP,Roque Rocky De La Fuente,0,0,0,0
Cambria,WHITE TOWNSHIP,President,,REP,Bill Weld,0,1,0,1
Cambria,WHITE TOWNSHIP,President,,REP,Write-In,1,0,0,1
Cambria,WHITE TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,121,25,0,146
Cambria,WHITE TOWNSHIP,Attorney General,,REP,Write-In,0,0,0,0
Cambria,WHITE TOWNSHIP,Auditor General,,REP,Timothy Defoor,120,25,0,145
Cambria,WHITE TOWNSHIP,Auditor General,,REP,Write-In,0,0,0,0
Cambria,WHITE TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,119,25,0,144
Cambria,WHITE TOWNSHIP,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,WHITE TOWNSHIP,U.S. House,15,REP,Glenn Gt Thompson,117,26,0,143
Cambria,WHITE TOWNSHIP,U.S. House,15,REP,Write-In,1,0,0,1
Cambria,WHITE TOWNSHIP,State Senate,35,REP,Wayne Langerholc Jr.,121,26,0,147
Cambria,WHITE TOWNSHIP,State Senate,35,REP,Write-In,0,0,0,0
Cambria,WHITE TOWNSHIP,General Assembly,72,REP,Howard Terndrup,59,14,0,73
Cambria,WHITE TOWNSHIP,General Assembly,72,REP,Jerry Carnicella,61,13,0,74
Cambria,WHITE TOWNSHIP,General Assembly,72,REP,Write-In,4,0,0,4
Cambria,WILMORE BOROUGH,Registered Voters,,,,,,,135
Cambria,WILMORE BOROUGH,Registered Voters,,DEM,,,,,52
Cambria,WILMORE BOROUGH,Registered Voters,,REP,,,,,74
Cambria,WILMORE BOROUGH,Ballots Cast,,,,31,16,0,47
Cambria,WILMORE BOROUGH,Ballots Cast,,DEM,,5,7,0,12
Cambria,WILMORE BOROUGH,Ballots Cast,,REP,,26,9,0,35
Cambria,WILMORE BOROUGH,President,,DEM,Bernie Sanders,0,0,0,0
Cambria,WILMORE BOROUGH,President,,DEM,Joseph R. Biden,3,7,0,10
Cambria,WILMORE BOROUGH,President,,DEM,Tulsi Gabbard,0,0,0,0
Cambria,WILMORE BOROUGH,President,,DEM,Write-In,2,0,0,2
Cambria,WILMORE BOROUGH,Attorney General,,DEM,Josh Shapiro,4,7,0,11
Cambria,WILMORE BOROUGH,Attorney General,,DEM,Write-In,1,0,0,1
Cambria,WILMORE BOROUGH,Auditor General,,DEM,H. Scott Conklin,1,4,0,5
Cambria,WILMORE BOROUGH,Auditor General,,DEM,Michael Lamb,2,0,0,2
Cambria,WILMORE BOROUGH,Auditor General,,DEM,Tracie Fountain,0,0,0,0
Cambria,WILMORE BOROUGH,Auditor General,,DEM,Rose Rosie Marie Davis,0,0,0,0
Cambria,WILMORE BOROUGH,Auditor General,,DEM,Nina Ahmad,0,2,0,2
Cambria,WILMORE BOROUGH,Auditor General,,DEM,Christina M. Hartman,0,1,0,1
Cambria,WILMORE BOROUGH,Auditor General,,DEM,Write-In,1,0,0,1
Cambria,WILMORE BOROUGH,State Treasurer,,DEM,Joe Torsella,4,6,0,10
Cambria,WILMORE BOROUGH,State Treasurer,,DEM,Write-In,1,0,0,1
Cambria,WILMORE BOROUGH,U.S. House,15,DEM,Robert Williams,3,6,0,9
Cambria,WILMORE BOROUGH,U.S. House,15,DEM,Write-In,2,0,0,2
Cambria,WILMORE BOROUGH,State Senate,35,DEM,Shaun Dougherty,3,7,0,10
Cambria,WILMORE BOROUGH,State Senate,35,DEM,Write-In,1,0,0,1
Cambria,WILMORE BOROUGH,General Assembly,72,DEM,Frank Burns,4,6,0,10
Cambria,WILMORE BOROUGH,General Assembly,72,DEM,Write-In,1,1,0,2
Cambria,WILMORE BOROUGH,President,,REP,Donald J. Trump,24,7,0,31
Cambria,WILMORE BOROUGH,President,,REP,Roque Rocky De La Fuente,0,0,0,0
Cambria,WILMORE BOROUGH,President,,REP,Bill Weld,1,1,0,2
Cambria,WILMORE BOROUGH,President,,REP,Write-In,0,0,0,0
Cambria,WILMORE BOROUGH,Attorney General,,REP,Heather Heidelbaugh,24,8,0,32
Cambria,WILMORE BOROUGH,Attorney General,,REP,Write-In,0,0,0,0
Cambria,WILMORE BOROUGH,Auditor General,,REP,Timothy Defoor,22,8,0,30
Cambria,WILMORE BOROUGH,Auditor General,,REP,Write-In,1,0,0,1
Cambria,WILMORE BOROUGH,State Treasurer,,REP,Stacy L. Garrity,24,8,0,32
Cambria,WILMORE BOROUGH,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,WILMORE BOROUGH,U.S. House,15,REP,Glenn Gt Thompson,21,9,0,30
Cambria,WILMORE BOROUGH,U.S. House,15,REP,Write-In,0,0,0,0
Cambria,WILMORE BOROUGH,State Senate,35,REP,Wayne Langerholc Jr.,24,9,0,33
Cambria,WILMORE BOROUGH,State Senate,35,REP,Write-In,0,0,0,0
Cambria,WILMORE BOROUGH,General Assembly,72,REP,Howard Terndrup,13,7,0,20
