county,precinct,office,district,party,candidate,votes,election_day_votes,mail-in/absentee_votes,provisional_votes
Fayette,Redstone Township 2 - 60-02,Township Auditor (6 Year),,,KERRY HARVEY,0,0,0,0
Fayette,Redstone Township 3 - 60-03,Township Auditor (6 Year),,,KERRY HARVEY,0,0,0,0
Fayette,Redstone Township 4 - 60-04,Township Auditor (6 Year),,,KERRY HARVEY,0,0,0,0
Fayette,Redstone Township 1 - 60-01,Township Auditor (6 Year),,,NICKOLAS PETRUS JR,0,0,0,0
Fayette,Redstone Township 2 - 60-02,Township Auditor (6 Year),,,NICKOLAS PETRUS JR,0,0,0,0
Fayette,Redstone Township 3 - 60-03,Township Auditor (6 Year),,,NICKOLAS PETRUS JR,1,0,1,0
Fayette,Redstone Township 4 - 60-04,Township Auditor (6 Year),,,NICKOLAS PETRUS JR,0,0,0,0
Fayette,Redstone Township 1 - 60-01,Township Auditor (6 Year),,,JAMIE STIMMEL,0,0,0,0
Fayette,Redstone Township 2 - 60-02,Township Auditor (6 Year),,,JAMIE STIMMEL,1,0,1,0
Fayette,Redstone Township 3 - 60-03,Township Auditor (6 Year),,,JAMIE STIMMEL,0,0,0,0
Fayette,Redstone Township 4 - 60-04,Township Auditor (6 Year),,,JAMIE STIMMEL,0,0,0,0
Fayette,Redstone Township 1 - 60-01,Judge of Election,,,Write-in,12,8,4,0
Fayette,Redstone Township 1 - 60-01,Judge of Election,,,MEGAN BITTINGER,4,3,1,0
Fayette,Redstone Township 1 - 60-01,Judge of Election,,,BEN LANG,1,1,0,0
Fayette,Redstone Township 1 - 60-01,Judge of Election,,,MEGAN BITINGER,1,1,0,0
Fayette,Redstone Township 1 - 60-01,Judge of Election,,,NICKOLAS THOMAS EADIE,1,1,0,0
Fayette,Redstone Township 1 - 60-01,Judge of Election,,,JOHN MILAN,1,1,0,0
Fayette,Redstone Township 1 - 60-01,Judge of Election,,,JOSEPH SERZE,1,1,0,0
Fayette,Redstone Township 1 - 60-01,Judge of Election,,,BOBBIE JO CETERA,1,0,1,0
Fayette,Redstone Township 1 - 60-01,Judge of Election,,,LATRICE DENISE SCOTT,2,0,2,0
Fayette,Redstone Township 2 - 60-02,Judge of Election,,,Write-in,16,9,7,0
Fayette,Redstone Township 2 - 60-02,Judge of Election,,,DEBERAH KUHLA,1,1,0,0
Fayette,Redstone Township 2 - 60-02,Judge of Election,,,STEPHEN E BEDNAR,1,1,0,0
Fayette,Redstone Township 2 - 60-02,Judge of Election,,,TARA POLVINALE,1,1,0,0
Fayette,Redstone Township 2 - 60-02,Judge of Election,,,SYLVIA MQQRE,1,1,0,0
Fayette,Redstone Township 2 - 60-02,Judge of Election,,,JOHN DORGEY,1,1,0,0
Fayette,Redstone Township 2 - 60-02,Judge of Election,,,JOHN BLACK,1,1,0,0
Fayette,Redstone Township 2 - 60-02,Judge of Election,,,JUSTIN SWARTZ,1,1,0,0
Fayette,Redstone Township 2 - 60-02,Judge of Election,,,CAMERON SETTLES,1,1,0,0
Fayette,Redstone Township 2 - 60-02,Judge of Election,,,ADAM FOSTER,1,1,0,0
Fayette,Redstone Township 2 - 60-02,Judge of Election,,,DWAYNE THOMAS,3,0,3,0
Fayette,Redstone Township 2 - 60-02,Judge of Election,,,GREGORY SHARPE,1,0,1,0
Fayette,Redstone Township 2 - 60-02,Judge of Election,,,RICK ZACCAGNINI,1,0,1,0
Fayette,Redstone Township 2 - 60-02,Judge of Election,,,NANCY VERNON,1,0,1,0
Fayette,Redstone Township 2 - 60-02,Judge of Election,,,ROBERT KASPAREK,1,0,1,0
Fayette,Redstone Township 3 - 60-03,Judge of Election,,,Write-in,4,0,4,0
Fayette,Redstone Township 3 - 60-03,Judge of Election,,,WILLIAM HUDOCK,2,0,2,0
Fayette,Redstone Township 3 - 60-03,Judge of Election,,,NICK BYERS,1,0,1,0
Fayette,Redstone Township 3 - 60-03,Judge of Election,,,NICKOLAS PETRUS JR,1,0,1,0
Fayette,Redstone Township 4 - 60-04,Judge of Election,,,Write-in,0,0,0,0
Fayette,Redstone Township 1 - 60-01,Inspector of Election,,DEM,Barbara Gera,311,220,87,4
Fayette,Redstone Township 1 - 60-01,Inspector of Election,,,Write-in,2,2,0,0
Fayette,Redstone Township 1 - 60-01,Inspector of Election,,,JOSEPH SERZE,1,1,0,0
Fayette,Redstone Township 1 - 60-01,Inspector of Election,,,ANDREW BECK,1,1,0,0
Fayette,Redstone Township 2 - 60-02,Inspector of Election,,DEM,Donald E George Jr,280,174,106,0
Fayette,Redstone Township 2 - 60-02,Inspector of Election,,,Write-in,3,2,1,0
Fayette,Redstone Township 2 - 60-02,Inspector of Election,,,JOHN STANISLAW,1,1,0,0
Fayette,Redstone Township 2 - 60-02,Inspector of Election,,,JUSTIN SWARTZ,1,1,0,0
Fayette,Redstone Township 2 - 60-02,Inspector of Election,,,ROBERT KASPAREK,1,0,1,0
Fayette,Redstone Township 3 - 60-03,Inspector of Election,,,Write-in,6,2,4,0
Fayette,Redstone Township 3 - 60-03,Inspector of Election,,,LINDA JANOS,1,1,0,0
Fayette,Redstone Township 3 - 60-03,Inspector of Election,,,LINDE JANOS,1,1,0,0
Fayette,Redstone Township 3 - 60-03,Inspector of Election,,,WILLIAM HUDOCK,2,0,2,0
Fayette,Redstone Township 3 - 60-03,Inspector of Election,,,NICK BYERS,1,0,1,0
Fayette,Redstone Township 3 - 60-03,Inspector of Election,,,NICKOLAS PETRUS JR,1,0,1,0
Fayette,Redstone Township 4 - 60-04,Inspector of Election,,,Write-in,0,0,0,0
Fayette,Saltlick Township - 62-01,Township Supervisor (6 Year),,DEM/REP,Chuck Shultz,597,470,125,2
Fayette,Saltlick Township - 62-01,Township Supervisor (6 Year),,,Write-in,7,3,4,0
Fayette,Saltlick Township - 62-01,Township Supervisor (6 Year),,,DARELL HOFFER,1,1,0,0
Fayette,Saltlick Township - 62-01,Township Supervisor (6 Year),,,TROY PATTON,0,0,0,0
Fayette,Saltlick Township - 62-01,Township Supervisor (6 Year),,,GREG GRIMM,1,1,0,0
Fayette,Saltlick Township - 62-01,Township Supervisor (6 Year),,,NIK CRAMER,1,1,0,0
Fayette,Saltlick Township - 62-01,Township Supervisor (6 Year),,,MARTI CAIN,2,0,2,0
Fayette,Saltlick Township - 62-01,Township Supervisor (6 Year),,,SAM RUGH,1,0,1,0
Fayette,Saltlick Township - 62-01,Township Supervisor (6 Year),,,AMBER HALL,1,0,1,0
Fayette,Saltlick Township - 62-01,Township Tax Collector,,DEM/REP,Shari Bukovac,669,538,128,3
Fayette,Saltlick Township - 62-01,Township Tax Collector,,,Write-in,4,1,3,0
Fayette,Saltlick Township - 62-01,Township Tax Collector,,,BERENICA HALL,1,1,0,0
Fayette,Saltlick Township - 62-01,Township Tax Collector,,,LISA WOLFE,1,0,1,0
Fayette,Saltlick Township - 62-01,Township Tax Collector,,,BRIAN LEECH,1,0,1,0
Fayette,Saltlick Township - 62-01,Township Tax Collector,,,CHUCK SHULTZ,1,0,1,0
Fayette,Saltlick Township - 62-01,Township Auditor (6 Year),,,Write-in,38,27,11,0
Fayette,Saltlick Township - 62-01,Township Auditor (6 Year),,,RON PLETCHER,2,1,1,0
Fayette,Saltlick Township - 62-01,Township Auditor (6 Year),,,JOE PERRY,18,16,2,0
Fayette,Saltlick Township - 62-01,Township Auditor (6 Year),,,JOHN GARDINER,1,1,0,0
Fayette,Saltlick Township - 62-01,Township Auditor (6 Year),,,RYAN BOWERS,1,1,0,0
Fayette,Saltlick Township - 62-01,Township Auditor (6 Year),,,TROY PATTON,1,1,0,0
Fayette,Saltlick Township - 62-01,Township Auditor (6 Year),,,RONALD PLETCHER,4,3,1,0
Fayette,Saltlick Township - 62-01,Township Auditor (6 Year),,,JOE PENNY,1,1,0,0
Fayette,Saltlick Township - 62-01,Township Auditor (6 Year),,,BOB PARLY,1,1,0,0
Fayette,Saltlick Township - 62-01,Township Auditor (6 Year),,,SCOTT PERRY,1,1,0,0
Fayette,Saltlick Township - 62-01,Township Auditor (6 Year),,,DAVID FOX,1,1,0,0
Fayette,Saltlick Township - 62-01,Township Auditor (6 Year),,,JOSEPH M PERRY,1,0,1,0
Fayette,Saltlick Township - 62-01,Township Auditor (6 Year),,,JOSEPH PERRY,1,0,1,0
Fayette,Saltlick Township - 62-01,Township Auditor (6 Year),,,SCOTT KREINBROOK,1,0,1,0
Fayette,Saltlick Township - 62-01,Township Auditor (6 Year),,,SAM RUGH,1,0,1,0
Fayette,Saltlick Township - 62-01,Township Auditor (6 Year),,,TIMOTHY COFFMAN,1,0,1,0
Fayette,Saltlick Township - 62-01,Township Auditor (6 Year),,,MATTHEW LANCASTER,1,0,1,0
Fayette,Saltlick Township - 62-01,Township Auditor (6 Year),,,CHRISTY ATZ,1,0,1,0
Fayette,Saltlick Township - 62-01,Township Auditor (4 Year),,,Write-in,29,23,6,0
Fayette,Saltlick Township - 62-01,Township Auditor (4 Year),,,JOE PERRY,4,4,0,0
Fayette,Saltlick Township - 62-01,Township Auditor (4 Year),,,RYAN BOWERS,1,1,0,0
Fayette,Saltlick Township - 62-01,Township Auditor (4 Year),,,RON PLETCHER,3,3,0,0
Fayette,Saltlick Township - 62-01,Township Auditor (4 Year),,,RONALD PLETCHER,12,12,0,0
Fayette,Saltlick Township - 62-01,Township Auditor (4 Year),,,SUSAN RODEHEAVER,1,1,0,0
Fayette,Saltlick Township - 62-01,Township Auditor (4 Year),,,TROY PATTON,1,1,0,0
Fayette,Saltlick Township - 62-01,Township Auditor (4 Year),,,LORI FOX,1,1,0,0
Fayette,Saltlick Township - 62-01,Township Auditor (4 Year),,,JOSEPH M PERRY,2,0,2,0
Fayette,Saltlick Township - 62-01,Township Auditor (4 Year),,,SAM RUGH,1,0,1,0
Fayette,Saltlick Township - 62-01,Township Auditor (4 Year),,,JOSH LAYMAN,1,0,1,0
Fayette,Saltlick Township - 62-01,Township Auditor (4 Year),,,JARRET FIRESTONE,1,0,1,0
Fayette,Saltlick Township - 62-01,Township Auditor (4 Year),,,JOSEPH PERRY,1,0,1,0
Fayette,Saltlick Township - 62-01,Judge of Election,,REP,Kathy Shipley,574,485,86,3
Fayette,Saltlick Township - 62-01,Judge of Election,,,Write-in,8,4,4,0
Fayette,Saltlick Township - 62-01,Judge of Election,,,BRIAN LEECH,1,1,0,0
Fayette,Saltlick Township - 62-01,Judge of Election,,,TROY PATTON,1,1,0,0
Fayette,Saltlick Township - 62-01,Judge of Election,,,BO GALES,1,1,0,0
Fayette,Saltlick Township - 62-01,Judge of Election,,,JOE PERRY,2,1,1,0
Fayette,Saltlick Township - 62-01,Judge of Election,,,GEORGE WHITE,1,0,1,0
Fayette,Saltlick Township - 62-01,Judge of Election,,,JAMES SANTILLI,1,0,1,0
Fayette,Saltlick Township - 62-01,Judge of Election,,,JIM HALL,1,0,1,0
Fayette,Saltlick Township - 62-01,Inspector of Election,,REP,Veronica Hull,583,494,85,4
Fayette,Saltlick Township - 62-01,Inspector of Election,,,Write-in,6,4,2,0
Fayette,Saltlick Township - 62-01,Inspector of Election,,,ANGELA LAULTERCINDA,1,1,0,0
Fayette,Saltlick Township - 62-01,Inspector of Election,,,TROY PATTON,1,1,0,0
Fayette,Saltlick Township - 62-01,Inspector of Election,,,DIANE GALES,1,1,0,0
Fayette,Saltlick Township - 62-01,Inspector of Election,,,JOE PERRY,1,1,0,0
Fayette,Saltlick Township - 62-01,Inspector of Election,,,GEORGE WHITE,0,0,0,0
Fayette,Saltlick Township - 62-01,Inspector of Election,,,MARTIE CAIN,1,0,1,0
Fayette,Saltlick Township - 62-01,Inspector of Election,,,MICHELLE PRITTS,1,0,1,0
Fayette,Smithfield Borough - 64-01,Borough Mayor,,DEM/REP,Jesse J Moats,135,118,17,0
Fayette,Smithfield Borough - 64-01,Borough Mayor,,,Write-in,7,7,0,0
Fayette,Smithfield Borough - 64-01,Borough Mayor,,,CHRIS HUEY,3,3,0,0
Fayette,Smithfield Borough - 64-01,Borough Mayor,,,ERIN B SMITH,1,1,0,0
Fayette,Smithfield Borough - 64-01,Borough Mayor,,,KELLY ASH,1,1,0,0
Fayette,Smithfield Borough - 64-01,Borough Mayor,,,CHUCK CIESZYNSKI,1,1,0,0
Fayette,Smithfield Borough - 64-01,Borough Mayor,,,BRANDON EICHER,0,0,0,0
Fayette,Smithfield Borough - 64-01,Borough Council (4 Year),,DEM/REP,Donald R Wilson,110,92,18,0
Fayette,Smithfield Borough - 64-01,Borough Council (4 Year),,REP,Raymond Bruce Graham Sr,104,91,13,0
Fayette,Smithfield Borough - 64-01,Borough Council (4 Year),,REP,Joe Zorosky,101,87,14,0
Fayette,Smithfield Borough - 64-01,Borough Council (4 Year),,REP,Joseph Olexa,91,82,9,0
Fayette,Smithfield Borough - 64-01,Borough Council (4 Year),,,Write-in,7,7,0,0
Fayette,Smithfield Borough - 64-01,Borough Council (4 Year),,,JERRY HIGS,1,1,0,0
Fayette,Smithfield Borough - 64-01,Borough Council (4 Year),,,ERIC RATES,1,1,0,0
Fayette,Smithfield Borough - 64-01,Borough Council (4 Year),,,CHRIS HUEY,3,3,0,0
Fayette,Smithfield Borough - 64-01,Borough Council (4 Year),,,ERIN B SMITH,1,1,0,0
Fayette,Smithfield Borough - 64-01,Borough Council (4 Year),,,WENDY BAKER,1,1,0,0
Fayette,Smithfield Borough - 64-01,Borough Tax Collector,,DEM,Jamie L Hoone,141,120,21,0
Fayette,Smithfield Borough - 64-01,Borough Tax Collector,,,Write-in,1,1,0,0
Fayette,Smithfield Borough - 64-01,Borough Tax Collector,,,CHRIS HUEY,1,1,0,0
Fayette,Smithfield Borough - 64-01,Judge of Election,,,Write-in,7,7,0,0
Fayette,Smithfield Borough - 64-01,Judge of Election,,,BRIAN LEECH,0,0,0,0
Fayette,Smithfield Borough - 64-01,Judge of Election,,,HERMAN MOATS,1,1,0,0
Fayette,Smithfield Borough - 64-01,Judge of Election,,,TIM EICHER,2,2,0,0
Fayette,Smithfield Borough - 64-01,Judge of Election,,,CAMERON SMITH,1,1,0,0
Fayette,Smithfield Borough - 64-01,Judge of Election,,,ERIN B SMITH,1,1,0,0
Fayette,Smithfield Borough - 64-01,Judge of Election,,,MARK FOSTER,1,1,0,0
Fayette,Smithfield Borough - 64-01,Judge of Election,,,ARNOLD WHOOLERY,1,1,0,0
Fayette,Smithfield Borough - 64-01,Inspector of Election,,REP,Herman J Moats,106,95,11,0
Fayette,Smithfield Borough - 64-01,Inspector of Election,,,Write-in,5,5,0,0
Fayette,Smithfield Borough - 64-01,Inspector of Election,,,ERIN B SMITH,2,2,0,0
Fayette,Smithfield Borough - 64-01,Inspector of Election,,,TIM EICHER,2,2,0,0
Fayette,Smithfield Borough - 64-01,Inspector of Election,,,KELLY ASH,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Borough Mayor,,DEM/REP,Christopher Wiltrout,304,244,57,3
Fayette,South Connellsville Borough - 66-01,Borough Mayor,,,Write-in,123,122,1,0
Fayette,South Connellsville Borough - 66-01,Borough Mayor,,,JAY FOX III,101,101,0,0
Fayette,South Connellsville Borough - 66-01,Borough Mayor,,,JAY FOX JR,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Borough Mayor,,,JAY FOX,17,16,1,0
Fayette,South Connellsville Borough - 66-01,Borough Mayor,,,GREG LINCOLN,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Borough Mayor,,,SALEM IYKYK,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Borough Mayor,,,KELLY ADDIS,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Borough Mayor,,,GEORGE JAY III,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,DEM/REP,Christopher Wiltrout,290,244,43,3
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,REP,Leo Guy Napolillo,254,229,23,2
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,REP,George Jay,232,214,16,2
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,REP,Jennifer Kostik Johnson,229,202,25,2
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,Write-in,50,39,11,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,JAY FOX III,11,11,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,SHELLY MATTIS,8,8,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,FREDERICK HELMS,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,MICHELLE MATTIS,6,6,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,MICHELLE SHELLEY,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,MICHELLE S MATTIS,3,3,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,RICHARD CROSS,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,DAVID MATTIS,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,MICHELLE SHELLEY MATTIS,2,2,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,SCOT FLYNN,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,ERIC HATFIELD,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,JAY FOX,2,1,1,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,RAYMOND JACOBS,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,MICHELLE MILLER,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,PAULA GRUBACH,1,0,1,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,MARIE HOUSE,1,0,1,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,TARA KEEFER,1,0,1,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,KEN HOUSE,1,0,1,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,JAMES MACGINNIS,1,0,1,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,MICH BLACK,1,0,1,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,MIKE HELMS,1,0,1,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,JOE BARTOCK,1,0,1,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,TIM RITENOUR,1,0,1,0
Fayette,South Connellsville Borough - 66-01,Borough Council (4 Year),,,DON RINGER,1,0,1,0
Fayette,South Connellsville Borough - 66-01,Borough Council (2 Year),,REP,Jennifer Kostik Johnson,288,259,26,3
Fayette,South Connellsville Borough - 66-01,Borough Council (2 Year),,,Write-in,42,39,3,0
Fayette,South Connellsville Borough - 66-01,Borough Council (2 Year),,,MICHELLE SHELLEY MATTIS,19,19,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (2 Year),,,DAVID SCHMIDT,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (2 Year),,,SHELLY MATTIS,4,4,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (2 Year),,,MICHELLE SHELLY MATTIS,3,3,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (2 Year),,,MICHELLE MATTIS,4,4,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (2 Year),,,MICHELE SHELLY MATTIS,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (2 Year),,,JAY FOX III,3,3,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (2 Year),,,RICK SCHEILOUF,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (2 Year),,,CHRISTOPHER WILTROUT,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (2 Year),,,CHRISTIAN KORBA,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (2 Year),,,MICHELLE SHELKY MATTIS,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Borough Council (2 Year),,,KEN HOUSE,1,0,1,0
Fayette,South Connellsville Borough - 66-01,Borough Council (2 Year),,,BUTCH RICHTER,1,0,1,0
Fayette,South Connellsville Borough - 66-01,Borough Council (2 Year),,,JAY FOX,1,0,1,0
Fayette,South Connellsville Borough - 66-01,Borough Tax Collector,,DEM,Jennifer L Helms,397,336,60,1
Fayette,South Connellsville Borough - 66-01,Borough Tax Collector,,,Write-in,3,3,0,0
Fayette,South Connellsville Borough - 66-01,Borough Tax Collector,,,MICHAEL RIDENOUR JR,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Borough Tax Collector,,,JEFF SCHROYER,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Borough Tax Collector,,,MICHAEL RIDENOUR,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Judge of Election,,,Write-in,8,4,4,0
Fayette,South Connellsville Borough - 66-01,Judge of Election,,,JENNIFER HELMS,2,1,1,0
Fayette,South Connellsville Borough - 66-01,Judge of Election,,,JAMES R GROH,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Judge of Election,,,RON UMBLE,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Judge of Election,,,MARIA BATTISTA,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Judge of Election,,,KAREN RISER,2,0,2,0
Fayette,South Connellsville Borough - 66-01,Judge of Election,,,BUTCH RICHTER,1,0,1,0
Fayette,South Connellsville Borough - 66-01,Inspector of Election,,,Write-in,8,5,3,0
Fayette,South Connellsville Borough - 66-01,Inspector of Election,,,JENNIFER HELMS,2,1,1,0
Fayette,South Connellsville Borough - 66-01,Inspector of Election,,,JAY FOX,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Inspector of Election,,,JAMES R GROH,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Inspector of Election,,,RON UMBLE,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Inspector of Election,,,MARIA BATTISTA,1,1,0,0
Fayette,South Connellsville Borough - 66-01,Inspector of Election,,,CHUCK RISER,1,0,1,0
Fayette,South Connellsville Borough - 66-01,Inspector of Election,,,CHARLES RISER,1,0,1,0
Fayette,South Union Township 1 - 68-01,Township Supervisor (6 Year),,DEM,Patrick Mahoney,783,478,305,0
Fayette,South Union Township 2 - 68-02,Township Supervisor (6 Year),,DEM,Patrick Mahoney,399,272,127,0
Fayette,South Union Township 3 - 68-03,Township Supervisor (6 Year),,DEM,Patrick Mahoney,350,228,122,0
Fayette,South Union Township 1 - 68-01,Township Supervisor (6 Year),,REP,Jason Scott,1015,755,257,3
Fayette,South Union Township 2 - 68-02,Township Supervisor (6 Year),,REP,Jason Scott,514,374,134,6
Fayette,South Union Township 3 - 68-03,Township Supervisor (6 Year),,REP,Jason Scott,651,508,143,0
Fayette,South Union Township 1 - 68-01,Township Supervisor (6 Year),,,Write-in,1,1,0,0
Fayette,South Union Township 2 - 68-02,Township Supervisor (6 Year),,,Write-in,1,0,1,0
Fayette,South Union Township 3 - 68-03,Township Supervisor (6 Year),,,Write-in,1,1,0,0
Fayette,South Union Township 1 - 68-01,Township Supervisor (6 Year),,,CHANCE BURCHICK,1,1,0,0
Fayette,South Union Township 2 - 68-02,Township Supervisor (6 Year),,,CHANCE BURCHICK,0,0,0,0
Fayette,South Union Township 3 - 68-03,Township Supervisor (6 Year),,,CHANCE BURCHICK,0,0,0,0
Fayette,South Union Township 1 - 68-01,Township Supervisor (6 Year),,,JOEY KENDALL,0,0,0,0
Fayette,South Union Township 2 - 68-02,Township Supervisor (6 Year),,,JOEY KENDALL,0,0,0,0
Fayette,South Union Township 3 - 68-03,Township Supervisor (6 Year),,,JOEY KENDALL,1,1,0,0
Fayette,South Union Township 1 - 68-01,Township Supervisor (6 Year),,,CURT BUKOVAN,0,0,0,0
Fayette,South Union Township 2 - 68-02,Township Supervisor (6 Year),,,CURT BUKOVAN,1,0,1,0
Fayette,South Union Township 3 - 68-03,Township Supervisor (6 Year),,,CURT BUKOVAN,0,0,0,0
Fayette,South Union Township 1 - 68-01,Township Tax Collector,,DEM/REP,Thomas Vernon,1525,1026,497,2
Fayette,South Union Township 2 - 68-02,Township Tax Collector,,DEM/REP,Thomas Vernon,722,505,211,6
Fayette,South Union Township 3 - 68-03,Township Tax Collector,,DEM/REP,Thomas Vernon,829,593,236,0
Fayette,South Union Township 1 - 68-01,Township Tax Collector,,,Write-in,28,23,5,0
Fayette,South Union Township 2 - 68-02,Township Tax Collector,,,Write-in,9,3,6,0
Fayette,South Union Township 3 - 68-03,Township Tax Collector,,,Write-in,8,5,3,0
Fayette,South Union Township 1 - 68-01,Township Tax Collector,,,CHANCE BURCHICK,3,3,0,0
Fayette,South Union Township 2 - 68-02,Township Tax Collector,,,CHANCE BURCHICK,0,0,0,0
Fayette,South Union Township 3 - 68-03,Township Tax Collector,,,CHANCE BURCHICK,0,0,0,0
Fayette,South Union Township 1 - 68-01,Township Tax Collector,,,SHIRLEY CRUMRINE,1,1,0,0
Fayette,South Union Township 2 - 68-02,Township Tax Collector,,,SHIRLEY CRUMRINE,0,0,0,0
Fayette,South Union Township 3 - 68-03,Township Tax Collector,,,SHIRLEY CRUMRINE,0,0,0,0
Fayette,South Union Township 1 - 68-01,Township Tax Collector,,,PAT MAHONEY,1,1,0,0
Fayette,South Union Township 2 - 68-02,Township Tax Collector,,,PAT MAHONEY,0,0,0,0
Fayette,South Union Township 3 - 68-03,Township Tax Collector,,,PAT MAHONEY,0,0,0,0
Fayette,South Union Township 1 - 68-01,Township Tax Collector,,,GARRET BREAKIRON,1,1,0,0
Fayette,South Union Township 2 - 68-02,Township Tax Collector,,,GARRET BREAKIRON,0,0,0,0
Fayette,South Union Township 3 - 68-03,Township Tax Collector,,,GARRET BREAKIRON,0,0,0,0
Fayette,South Union Township 1 - 68-01,Township Tax Collector,,,JAMES STAMBAUGH,1,1,0,0
Fayette,South Union Township 2 - 68-02,Township Tax Collector,,,JAMES STAMBAUGH,0,0,0,0
Fayette,South Union Township 3 - 68-03,Township Tax Collector,,,JAMES STAMBAUGH,0,0,0,0
Fayette,South Union Township 1 - 68-01,Township Tax Collector,,,EMMA JENKINS,1,1,0,0
Fayette,South Union Township 2 - 68-02,Township Tax Collector,,,EMMA JENKINS,0,0,0,0
Fayette,South Union Township 3 - 68-03,Township Tax Collector,,,EMMA JENKINS,0,0,0,0
Fayette,South Union Township 1 - 68-01,Township Tax Collector,,,JOSEPH DANDREA,1,1,0,0
Fayette,South Union Township 2 - 68-02,Township Tax Collector,,,JOSEPH DANDREA,0,0,0,0
Fayette,South Union Township 3 - 68-03,Township Tax Collector,,,JOSEPH DANDREA,0,0,0,0
Fayette,South Union Township 1 - 68-01,Township Tax Collector,,,RYAN SEIGHMAN,1,1,0,0
Fayette,South Union Township 2 - 68-02,Township Tax Collector,,,RYAN SEIGHMAN,0,0,0,0
Fayette,South Union Township 3 - 68-03,Township Tax Collector,,,RYAN SEIGHMAN,0,0,0,0
Fayette,South Union Township 1 - 68-01,Township Tax Collector,,,ABIGAIL HICKLE,1,1,0,0
Fayette,South Union Township 2 - 68-02,Township Tax Collector,,,ABIGAIL HICKLE,0,0,0,0
Fayette,South Union Township 3 - 68-03,Township Tax Collector,,,ABIGAIL HICKLE,0,0,0,0
Fayette,South Union Township 1 - 68-01,Township Tax Collector,,,PAT LION,4,1,3,0
Fayette,South Union Township 2 - 68-02,Township Tax Collector,,,PAT LION,2,0,2,0
Fayette,South Union Township 3 - 68-03,Township Tax Collector,,,PAT LION,2,0,2,0
Fayette,South Union Township 1 - 68-01,Township Tax Collector,,,PHILLIP BROWN,1,1,0,0
Fayette,South Union Township 2 - 68-02,Township Tax Collector,,,PHILLIP BROWN,0,0,0,0
